time_seconds,src_node_id,dst_node_id,fragment_id,success,rssi_dbm
5.2,100,4294967295,0,false,0
5.78525,100,4294967295,1,false,0
6.33987,100,4294967295,2,false,0
6.76138,100,4294967295,3,false,0
7.14502,100,4294967295,4,false,0
7.52758,100,4294967295,5,false,0
7.8096,100,4294967295,6,false,0
8.08963,100,4294967295,7,false,0
8.28778,100,4294967295,8,false,0
8.3273,100,4294967295,9,false,0
8.3639,100,4294967295,0,false,0
8.94915,100,4294967295,1,false,0
9.50378,100,4294967295,2,false,0
9.92528,100,4294967295,3,false,0
10.3089,100,4294967295,4,false,0
10.6915,100,4294967295,5,false,0
10.9735,100,4294967295,6,false,0
11.2535,100,4294967295,7,false,0
11.4517,100,4294967295,8,false,0
11.4912,100,4294967295,9,false,0
11.5278,100,4294967295,0,false,0
12.1131,100,4294967295,1,false,0
12.6677,100,4294967295,2,false,0
13.0892,100,4294967295,3,true,-90.8593
13.0892,100,10,3,true,-90.8593
13.0892,100,20,3,true,-90.1594
13.0892,100,30,3,true,-92.3444
13.4728,100,4294967295,4,true,-86.2063
13.4728,100,0,4,true,-86.2063
13.4728,100,10,4,true,-81.1149
13.4728,100,20,4,true,-85.1487
13.5247,20,30,4,false,0
13.8554,100,4294967295,5,true,-89.8705
13.8554,100,11,5,true,-89.8705
13.8554,100,20,5,true,-76.5307
13.8554,100,30,5,true,-93.1934
13.877,10,0,3,false,0
14.1374,100,4294967295,6,true,-79.2849
14.1374,100,0,6,true,-79.2849
14.1374,100,10,6,true,-83.9329
14.1374,100,11,6,true,-91.3778
14.1374,100,20,6,true,-92.3149
14.1374,100,21,6,true,-92.6886
14.2585,10,11,3,false,0
14.2585,10,11,4,false,0
14.4174,100,4294967295,7,true,-85.499
14.4174,100,0,7,true,-85.499
14.4174,100,10,7,true,-86.1554
14.4174,100,11,7,true,-94.2878
14.4174,100,20,7,true,-83.5323
14.4174,100,21,7,true,-91.0647
14.4174,100,30,7,true,-79.7107
14.4174,100,31,7,true,-88.0366
14.5426,20,21,3,false,0
14.5426,20,21,4,false,0
14.5426,20,21,5,false,0
14.6156,100,4294967295,8,true,-91.4969
14.6156,100,1,8,true,-91.4969
14.6156,100,10,8,true,-76.4322
14.6156,100,11,8,true,-94.9332
14.6156,100,20,8,true,-88.0941
14.6156,100,21,8,true,-92.4484
14.6156,100,30,8,true,-85.2348
14.6551,100,4294967295,9,true,-92.6305
14.6551,100,0,9,true,-92.6305
14.6551,100,1,9,true,-87.8652
14.6551,100,10,9,true,-76.7838
14.6551,100,11,9,true,-85.3702
14.6551,100,20,9,true,-79.3138
14.6551,100,30,9,true,-92.8209
14.6917,100,4294967295,0,true,-93.3306
14.6917,100,0,0,true,-93.3306
14.6917,100,10,0,true,-72.0544
14.6917,100,11,0,true,-89.2082
14.6917,100,20,0,true,-81.4407
14.6917,100,21,0,true,-87.1746
14.6917,100,30,0,true,-85.1288
14.6917,100,31,0,true,-88.2548
15.0203,0,1,0,false,0
15.0203,0,1,4,false,0
15.0203,0,1,6,false,0
15.0203,0,1,7,false,0
15.0203,11,1,0,false,0
15.0203,11,1,5,false,0
15.0203,11,1,6,false,0
15.0203,11,1,7,false,0
15.277,100,4294967295,1,true,-80.5087
15.277,100,0,1,true,-80.5087
15.277,100,1,1,true,-90.5961
15.277,100,2,1,true,-86.8028
15.277,100,10,1,true,-76.5993
15.277,100,11,1,true,-84.8589
15.277,100,12,1,true,-87.6745
15.277,100,20,1,true,-72.5554
15.277,100,22,1,true,-94.4476
15.277,100,30,1,true,-87.5252
15.277,100,31,1,true,-87.849
15.6774,21,22,0,false,0
15.6774,21,22,6,false,0
15.6774,21,22,7,false,0
15.6774,21,22,8,false,0
15.6928,1,2,8,false,0
15.6928,1,2,9,false,0
15.8316,100,4294967295,2,true,-81.9327
15.8316,100,0,2,true,-81.9327
15.8316,100,2,2,true,-88.9471
15.8316,100,10,2,true,-77.4185
15.8316,100,11,2,true,-77.761
15.8316,100,12,2,true,-92.4705
15.8316,100,20,2,true,-73.899
15.8316,100,21,2,true,-82.1212
15.8316,100,30,2,true,-91.9664
15.8316,100,32,2,true,-86.5053
15.9144,10,0,3,false,0
15.9144,10,0,8,false,0
16.24,22,32,1,false,0
16.24,31,32,0,false,0
16.24,31,32,1,false,0
16.24,31,32,7,false,0
16.2531,100,4294967295,3,true,-78.1055
16.2531,100,0,3,true,-78.1055
16.2531,100,1,3,true,-79.3166
16.2531,100,2,3,true,-92.2561
16.2531,100,10,3,true,-82.3422
16.2531,100,11,3,true,-77.9422
16.2531,100,12,3,true,-77.5159
16.2531,100,13,3,true,-89.3201
16.2531,100,20,3,true,-88.6624
16.2531,100,21,3,true,-85.3961
16.2531,100,30,3,true,-78.9184
16.2531,100,31,3,true,-91.1552
16.2531,100,32,3,true,-89.638
16.6367,100,4294967295,4,true,-82.8342
16.6367,100,0,4,true,-82.8342
16.6367,100,1,4,true,-79.0463
16.6367,100,2,4,true,-91.586
16.6367,100,10,4,true,-74.7719
16.6367,100,11,4,true,-80.5243
16.6367,100,12,4,true,-85.6187
16.6367,100,13,4,true,-85.3743
16.6367,100,20,4,true,-73.202
16.6367,100,21,4,true,-79.1143
16.6367,100,22,4,true,-82.2604
16.6367,100,23,4,true,-90.2918
16.6367,100,30,4,true,-87.428
16.6367,100,31,4,true,-86.697
16.6367,100,32,4,true,-90.1699
16.6972,12,13,1,false,0
16.6972,12,13,2,false,0
16.8943,11,21,1,false,0
16.8943,11,21,5,false,0
16.8943,11,21,9,false,0
16.8943,20,21,1,false,0
16.8943,20,21,5,false,0
16.8943,20,21,9,false,0
16.8943,22,21,1,false,0
16.8943,31,21,1,false,0
17.0193,100,4294967295,5,true,-81.7142
17.0193,100,1,5,true,-81.7142
17.0193,100,2,5,true,-85.5565
17.0193,100,3,5,true,-88.8801
17.0193,100,10,5,true,-81.2564
17.0193,100,11,5,true,-82.5469
17.0193,100,12,5,true,-92.0062
17.0193,100,20,5,true,-76.9069
17.0193,100,21,5,true,-72.3234
17.0193,100,22,5,true,-75.3359
17.0193,100,23,5,true,-86.5128
17.0193,100,30,5,true,-89.1843
17.0193,100,31,5,true,-91.7879
17.0193,100,32,5,true,-85.4362
17.0193,100,33,5,true,-85.2769
17.0193,100,40,5,true,-89.1387
17.0388,22,23,1,false,0
17.3013,100,4294967295,6,true,-82.2688
17.3013,100,0,6,true,-82.2688
17.3013,100,2,6,true,-92.423
17.3013,100,10,6,true,-80.7829
17.3013,100,11,6,true,-71.975
17.3013,100,12,6,true,-87.9207
17.3013,100,13,6,true,-88.8769
17.3013,100,20,6,true,-70.4424
17.3013,100,21,6,true,-71.7857
17.3013,100,22,6,true,-80.4039
17.3013,100,30,6,true,-89.2977
17.3013,100,31,6,true,-80.1111
17.3013,100,32,6,true,-83.1886
17.3013,100,33,6,true,-89.2461
17.3013,100,42,6,true,-91.2726
17.4455,23,33,4,false,0
17.4455,32,33,2,false,0
17.4455,32,33,3,false,0
17.4455,32,33,4,false,0
17.4554,2,3,1,false,0
17.4554,2,3,2,false,0
17.4554,2,3,3,false,0
17.4554,2,3,4,false,0
17.4554,2,3,6,false,0
17.5813,100,4294967295,7,true,-84.0776
17.5813,100,0,7,true,-84.0776
17.5813,100,2,7,true,-93.0917
17.5813,100,10,7,true,-91.3913
17.5813,100,11,7,true,-82.3197
17.5813,100,12,7,true,-84.7039
17.5813,100,13,7,true,-88.1301
17.5813,100,20,7,true,-81.8859
17.5813,100,21,7,true,-75.6923
17.5813,100,22,7,true,-83.2814
17.5813,100,23,7,true,-85.9504
17.5813,100,30,7,true,-88.4515
17.5813,100,31,7,true,-83.3891
17.5813,100,32,7,true,-94.0613
17.5813,100,33,7,true,-90.3385
17.5813,100,41,7,true,-89.4599
17.5813,100,42,7,true,-93.1702
17.7141,32,42,2,false,0
17.7141,32,42,3,false,0
17.7141,32,42,4,false,0
17.7141,32,42,5,false,0
17.75,1,2,8,false,0
17.75,1,2,9,false,0
17.7795,100,4294967295,8,true,-86.0862
17.7795,100,1,8,true,-86.0862
17.7795,100,2,8,true,-91.0834
17.7795,100,10,8,true,-79.5558
17.7795,100,11,8,true,-81.8668
17.7795,100,12,8,true,-91.9122
17.7795,100,13,8,true,-91.6247
17.7795,100,20,8,true,-85.623
17.7795,100,21,8,true,-77.4324
17.7795,100,22,8,true,-89.3167
17.7795,100,30,8,true,-85.1407
17.7795,100,31,8,true,-77.3766
17.7795,100,32,8,true,-85.1459
17.7795,100,40,8,true,-86.5881
17.7795,100,41,8,true,-87.3204
17.7795,100,42,8,true,-92.9233
17.819,100,4294967295,9,true,-94.0604
17.819,100,0,9,true,-94.0604
17.819,100,1,9,true,-88.7948
17.819,100,2,9,true,-94.3616
17.819,100,10,9,true,-84.2769
