time_seconds,src_node_id,dst_node_id,fragment_id,success,rssi_dbm
5.2,401,4294967295,0,false,0
5.4,401,4294967295,1,false,0
5.6,401,4294967295,2,false,0
5.8,401,4294967295,3,false,0
6,401,4294967295,4,false,0
6.2,401,4294967295,5,false,0
6.4,401,4294967295,6,false,0
6.6,401,4294967295,7,false,0
6.8,401,4294967295,8,false,0
7,401,4294967295,9,false,0
7.2,401,4294967295,10,false,0
7.4,401,4294967295,11,false,0
7.6,401,4294967295,12,false,0
7.8,401,4294967295,13,false,0
8,401,4294967295,14,false,0
8.2,401,4294967295,15,false,0
8.4,401,4294967295,16,false,0
8.6,401,4294967295,17,false,0
8.8,401,4294967295,18,false,0
9,401,4294967295,19,false,0
9.2,401,4294967295,20,false,0
9.4,401,4294967295,21,false,0
9.6,401,4294967295,22,false,0
9.8,401,4294967295,23,false,0
10,401,4294967295,24,false,0
10.2,401,4294967295,25,false,0
10.4,401,4294967295,26,false,0
10.6,401,4294967295,27,false,0
10.8,401,4294967295,28,false,0
11,401,4294967295,29,false,0
11.2,401,4294967295,30,false,0
11.4,401,4294967295,31,false,0
11.6,401,4294967295,32,false,0
11.8,401,4294967295,33,false,0
12,401,4294967295,34,false,0
12.2,401,4294967295,35,false,0
12.4,401,4294967295,36,false,0
12.6,401,4294967295,37,false,0
12.8,401,4294967295,38,false,0
13,401,4294967295,39,false,0
13.2,401,4294967295,0,false,0
13.4,401,4294967295,1,false,0
13.6,401,4294967295,2,false,0
13.8,401,4294967295,3,false,0
14,401,4294967295,4,true,-84.8822
14,401,140,4,true,-84.8822
14.2,401,4294967295,5,true,-79.0915
14.2,401,140,5,true,-79.0915
14.4,401,4294967295,6,true,-88.6951
14.4,401,120,6,true,-88.6951
14.4,401,140,6,true,-93.0008
14.4,401,160,6,true,-84.6733
14.6,401,4294967295,7,true,-81.2215
14.6,401,120,7,true,-81.2215
14.6,401,140,7,true,-85.8236
14.6,401,160,7,true,-92.3464
14.8,401,4294967295,8,true,-88.0861
14.8,401,120,8,true,-88.0861
14.8,401,140,8,true,-83.3274
14.8,401,160,8,true,-82.1629
15,401,4294967295,9,true,-77.7741
15,401,120,9,true,-77.7741
15,401,140,9,true,-68.9204
15,401,141,9,true,-94.3061
15.2,401,4294967295,10,true,-87.9514
15.2,401,120,10,true,-87.9514
15.2,401,121,10,true,-81.9188
15.2,401,140,10,true,-76.2468
15.2,401,141,10,true,-91.5996
15.4,401,4294967295,11,true,-71.9284
15.4,401,120,11,true,-71.9284
15.4,401,121,11,true,-82.2886
15.4,401,140,11,true,-71.129
15.4,401,141,11,true,-81.7106
15.6,401,4294967295,12,true,-83.7724
15.6,401,120,12,true,-83.7724
15.6,401,121,12,true,-85.3187
15.6,401,140,12,true,-73.047
15.6,401,141,12,true,-78.6724
15.8,401,4294967295,13,true,-91.9586
15.8,401,120,13,true,-91.9586
15.8,401,121,13,true,-82.3772
