time_seconds,x_meters,y_meters,z_meters
125,1266.86,479.253,20
126,989.616,137.167,20
126,811.141,672.973,20
126,1283.05,504.856,20
127,987.955,168.169,20
127,828.103,696.25,20
127,1316.71,458.171,20
128,986.294,199.172,20
128,865.808,696.917,20
128,1347.55,410.311,20
129,966.001,207,20
129,900.471,709.36,20
129,1335.14,378.006,20
130,935.706,202.39,20
130,933.578,727.828,20
130,1283.38,356.78,20
131,905.607,202.117,20
131,940.26,698.26,20
131,1253.97,323.764,20
132,875.717,206.512,20
132,942.144,659.968,20
132,1276.82,272.591,20
133,852.361,194.368,20
133,939.761,621.828,20
133,1299.18,223.694,20
134,833.626,170.523,20
134,935.738,583.747,20
134,1341.93,198.523,20
135,818.359,179.415,20
135,913.045,582.022,20
135,1366.51,226.735,20
136,805.141,207.652,20
136,879.805,600.836,20
136,1345.99,276.076,20
137,791.924,235.889,20
137,866.142,583.371,20
137,1340.65,311.052,20
138,808.967,258.609,20
138,863.702,545.105,20
138,1337.99,315.226,20
139,831.166,280.389,20
139,877.91,514.468,20
139,1281.53,299.687,20
140,855.14,297.402,20
140,908.288,491.242,20
140,1225.07,284.147,20
141,886.144,295.54,20
141,919.525,461.573,20
141,1215.78,238.714,20
142,917.148,293.678,20
142,909.018,424.585,20
142,1237.23,188.384,20
143,938.554,309.398,20
143,909.708,398.73,20
143,1272.65,143.96,20
144,953.68,336.623,20
144,947.395,409.659,20
144,1295.42,92.0486,20
145,968.805,363.849,20
145,985.082,420.589,20
145,1339.25,59.3555,20
146,943.397,371.594,20
146,1022.77,431.519,20
146,1365.3,100.917,20
147,912.571,376.735,20
147,1060.46,442.449,20
147,1343.7,136.538,20
148,881.746,381.876,20
148,1093.26,461.451,20
148,1326.54,80.7806,20
149,870.319,410.557,20
149,1123,485.528,20
149,1309.38,25.0236,20
150,859.374,439.821,20
150,1120.62,510.387,20
150,1255.66,20.2336,20
151,847.176,465.307,20
151,1092.45,535.876,20
151,1196.83,22.5723,20
152,821.081,448.856,20
152,1072.62,568.423,20
152,1138.01,24.9111,20
153,794.986,432.404,20
153,1056.51,604.123,20
153,1079.18,27.2498,20
154,786.345,405.339,20
154,1040.4,639.824,20
154,1020.35,29.5886,20
155,784.085,374.392,20
155,1024.3,675.525,20
155,1011.21,77.0899,20
156,777.429,346.029,20
156,993.272,684.62,20
156,986.73,100.391,20
157,750.177,329.77,20
157,954.237,679.424,20
157,931.682,83.8151,20
158,722.926,313.51,20
158,915.203,674.229,20
158,929.886,29.3371,20
159,695.674,297.251,20
159,876.169,669.033,20
159,951.98,63.961,20
160,668.423,280.992,20
160,837.135,663.838,20
160,978.336,116.673,20
161,643.236,277.433,20
161,798.1,658.642,20
161,1004.69,169.384,20
162,622.359,300.377,20
162,759.066,653.447,20
162,1031.05,222.096,20
163,601.482,323.322,20
163,727.098,636.682,20
163,1057.4,274.807,20
164,574.461,337.619,20
164,701.876,608.872,20
164,1083.76,327.519,20
165,545.685,349.444,20
165,694.859,572.236,20
165,1112.57,373.524,20
166,518.581,356.98,20
166,690.496,534.313,20
166,1165.66,353.288,20
167,505.374,328.86,20
167,658.936,542.708,20
167,1133.46,377.622,20
168,492.166,300.74,20
168,625.388,552.63,20
168,1084.71,410.604,20
169,481.659,271.698,20
169,606.5,519.44,20
169,1035.96,443.585,20
170,473.86,241.734,20
170,592.842,487.998,20
170,987.206,476.566,20
171,466.787,211.965,20
171,628.858,473.151,20
171,944.06,510.645,20
172,488.831,190.015,20
172,664.874,458.304,20
172,976.558,559.529,20
173,510.874,168.066,20
173,700.89,443.457,20
173,1009.06,608.413,20
174,527.662,143.31,20
174,717.673,408.16,20
174,1041.56,657.298,20
175,535.075,113.547,20
175,733.844,372.212,20
175,1084.85,646.769,20
176,543.564,84.1793,20
176,750.015,336.264,20
176,1078.91,649.204,20
177,557.429,56.7858,20
177,766.186,300.317,20
177,1028.78,679.831,20
178,571.295,29.3923,20
178,782.357,264.369,20
178,978.656,710.458,20
179,601.128,28.8567,20
179,798.528,228.421,20
179,928.528,741.085,20
180,631.815,29.7593,20
180,814.699,192.473,20
180,881.18,708.264,20
181,637.175,52.5991,20
181,830.87,156.526,20
181,833.94,672.995,20
182,633.323,83.4178,20
182,847.041,120.578,20
182,786.7,637.727,20
183,634.239,109.694,20
183,865.069,86.4186,20
183,739.459,602.458,20
184,665.073,107.469,20
184,883.512,52.66,20
184,692.219,567.19,20
185,695.907,105.244,20
185,913.094,38.4723,20
185,644.978,531.922,20
186,689.829,121.671,20
186,951.335,39.4989,20
186,597.738,496.653,20
187,669.224,145.439,20
187,989.609,37.9945,20
187,552.31,459.98,20
188,648.618,169.207,20
188,1027.92,34.0768,20
188,529.511,405.766,20
189,626.598,191.344,20
189,1064.13,36.5314,20
189,506.712,351.551,20
190,601.46,209.889,20
190,1092.7,62.3034,20
190,483.913,297.336,20
191,576.322,228.434,20
191,1121.27,88.0753,20
191,461.114,243.121,20
192,566.76,251.839,20
192,1147.6,115.554,20
192,483.466,190.741,20
193,577.824,281.68,20
193,1170.31,142.461,20
193,511.041,138.572,20
194,588.887,311.52,20
194,1135.56,158.542,20
194,538.615,86.4033,20
195,599.951,341.36,20
195,1100.81,174.623,20
195,566.19,34.2346,20
196,611.015,371.2,20
196,1071.5,150.656,20
196,593.765,-17.934,20
197,622.078,401.04,20
197,1042.32,125.728,20
197,621.34,-70.1027,20
198,615.032,421.327,20
198,1005.94,126.418,20
198,648.915,-122.271,20
199,585.261,429.623,20
199,967.914,133.021,20
199,676.49,-174.44,20
200,556.985,438.536,20
200,932.473,127.714,20
200,690,-200,20
201,572.593,465.535,20
201,900.956,104.352,20
201,690,-200,20
202,588.202,492.534,20
202,869.439,80.99,20
202,690,-200,20
203,607.76,512.755,20
203,837.923,57.628,20
203,690,-200,20
204,639.544,511.994,20
204,806.406,34.2659,20
204,690,-200,20
205,671.328,511.233,20
205,835.893,30.078,20
205,690,-200,20
206,703.112,510.472,20
206,875.294,29.0061,20
206,690,-200,20
207,734.896,509.71,20
207,914.695,27.9342,20
207,690,-200,20
208,766.68,508.949,20
208,954.096,26.8623,20
208,690,-200,20
209,771.207,531.346,20
209,993.498,25.7904,20
209,690,-200,20
210,766.069,561.953,20
210,1032.9,24.7185,20
210,690,-200,20
211,767.106,587.392,20
211,1072.3,23.6466,20
211,690,-200,20
212,797.711,588.08,20
212,1111.7,22.5747,20
212,690,-200,20
213,828.104,588.185,20
213,1151.1,21.5028,20
213,690,-200,20
214,850.768,566.985,20
214,1183.33,40.3027,20
214,690,-200,20
215,873.431,545.786,20
215,1214.21,62.8356,20
215,690,-200,20
216,890.987,547.935,20
216,1243.95,47.273,20
216,690,-200,20
217,902.666,576.945,20
217,1273.43,22.9233,20
217,690,-200,20
218,914.346,605.955,20
218,1301.15,37.8453,20
218,690,-200,20
219,929.458,606.855,20
219,1327.84,64.3655,20
219,690,-200,20
220,947.791,581.375,20
220,1343.64,98.2991,20
220,690,-200,20
221,966.125,555.894,20
221,1352.23,134.068,20
221,690,-200,20
222,988.229,539.217,20
222,1352.07,172.07,20
222,690,-200,20
223,1019.23,543.305,20
223,1354.73,210.074,20
223,690,-200,20
224,1050.23,547.392,20
224,1359.44,248.08,20
224,690,-200,20
225,1076.15,540.338,20
225,1361.82,286.3,20
225,690,-200,20
226,1093.13,513.653,20
226,1361.82,324.739,20
226,690,-200,20
227,1110.11,486.968,20
227,1360.95,362.887,20
227,690,-200,20
228,1127.09,460.283,20
228,1357.78,400.255,20
228,690,-200,20
229,1147.28,440,20
229,1340.6,431.499,20
229,690,-200,20
230,1177.64,440,20
230,1314.68,456.059,20
230,690,-200,20
231,1207.9,441.317,20
231,1277.91,449.948,20
231,690,-200,20
232,1237.89,446.314,20
232,1257.33,425.714,20
232,690,-200,20
233,1267.95,450.778,20
233,1249.36,387.376,20
233,690,-200,20
234,1298.24,453.741,20
234,1241.39,349.037,20
234,690,-200,20
235,1324,449.079,20
235,1233.41,310.699,20
235,690,-200,20
236,1335.19,419.976,20
236,1234.31,272.298,20
236,690,-200,20
237,1346.39,390.874,20
237,1241.85,233.85,20
237,690,-200,20
238,1344.88,387.294,20
238,1249.39,195.401,20
238,690,-200,20
239,1328.1,414.339,20
239,1256.93,156.953,20
239,690,-200,20
240,1311.33,441.384,20
240,1246.31,126.567,20
240,690,-200,20
241,1294.56,468.429,20
241,1212.26,106.581,20
241,690,-200,20
242,1277.79,495.475,20
242,1178.22,86.5957,20
242,690,-200,20
243,1261.01,522.52,20
243,1144.17,66.6101,20
243,690,-200,20
244,1239.65,528.368,20
244,1110.13,46.6246,20
244,690,-200,20
245,1213.55,512.359,20
245,1076.08,26.6391,20
245,690,-200,20
246,1185.66,499.765,20
246,1042.04,6.6536,20
246,690,-200,20
247,1154.33,493.753,20
247,1007.99,-13.3319,20
247,690,-200,20
248,1122.99,487.741,20
248,973.945,-33.3174,20
248,690,-200,20
249,1091.66,481.729,20
249,939.9,-53.3029,20
249,690,-200,20
250,1060.32,475.717,20
250,905.854,-73.2885,20
250,690,-200,20
251,1028.99,469.705,20
251,871.809,-93.274,20
251,690,-200,20
252,997.652,463.693,20
252,837.763,-113.259,20
252,690,-200,20
253,966.317,457.681,20
253,803.718,-133.245,20
253,690,-200,20
254,942.056,447.967,20
254,769.672,-153.231,20
254,690,-200,20
255,954.893,418.842,20
255,735.627,-173.216,20
255,690,-200,20
256,967.731,389.717,20
256,701.581,-193.202,20
256,690,-200,20
257,980.569,360.592,20
257,690,-200,20
257,690,-200,20
258,993.406,331.467,20
258,690,-200,20
258,690,-200,20
259,1006.24,302.342,20
259,690,-200,20
259,690,-200,20
260,1018.53,273.026,20
260,690,-200,20
260,690,-200,20
261,1026.41,242.192,20
261,690,-200,20
261,690,-200,20
262,1034.29,211.357,20
262,690,-200,20
262,690,-200,20
263,1042.18,180.523,20
263,690,-200,20
263,690,-200,20
264,1050.06,149.688,20
264,690,-200,20
264,690,-200,20
265,1057.94,118.853,20
265,690,-200,20
265,690,-200,20
266,1066.14,88.2251,20
266,690,-200,20
266,690,-200,20
267,1077.05,59.3593,20
267,690,-200,20
267,690,-200,20
268,1087.97,30.4935,20
268,690,-200,20
268,690,-200,20
269,1112.51,29.9671,20
269,690,-200,20
269,690,-200,20
270,1141.76,39.2398,20
270,690,-200,20
270,690,-200,20
271,1171.81,44.7897,20
271,690,-200,20
271,690,-200,20
272,1202.55,47.135,20
272,690,-200,20
272,690,-200,20
273,1232.95,46.8137,20
273,690,-200,20
273,690,-200,20
274,1262.01,36.1372,20
274,690,-200,20
274,690,-200,20
275,1291.06,25.4608,20
275,690,-200,20
275,690,-200,20
276,1279.47,36.1946,20
276,690,-200,20
276,690,-200,20
277,1253.48,54.5177,20
277,690,-200,20
277,690,-200,20
278,1227.48,72.8409,20
278,690,-200,20
278,690,-200,20
279,1201.48,91.1641,20
279,690,-200,20
279,690,-200,20
280,1175.49,109.487,20
280,690,-200,20
280,690,-200,20
281,1149.41,125.637,20
281,690,-200,20
281,690,-200,20
282,1122.22,109.151,20
282,690,-200,20
282,690,-200,20
283,1095.02,92.664,20
283,690,-200,20
283,690,-200,20
284,1067.82,76.1772,20
284,690,-200,20
284,690,-200,20
285,1040.62,59.6905,20
285,690,-200,20
285,690,-200,20
286,1013.43,43.2037,20
286,690,-200,20
286,690,-200,20
287,986.917,25.5648,20
287,690,-200,20
287,690,-200,20
288,961.436,6.20716,20
288,690,-200,20
288,690,-200,20
289,935.955,-13.1505,20
289,690,-200,20
289,690,-200,20
290,910.474,-32.5082,20
290,690,-200,20
290,690,-200,20
291,884.993,-51.8658,20
291,690,-200,20
291,690,-200,20
292,859.512,-71.2235,20
292,690,-200,20
292,690,-200,20
293,834.031,-90.5811,20
293,690,-200,20
293,690,-200,20
294,808.55,-109.939,20
294,690,-200,20
294,690,-200,20
295,783.069,-129.296,20
295,690,-200,20
295,690,-200,20
296,757.588,-148.654,20
296,690,-200,20
296,690,-200,20
297,732.107,-168.012,20
297,690,-200,20
297,690,-200,20
298,706.626,-187.369,20
298,690,-200,20
298,690,-200,20
299,690,-200,20
299,690,-200,20
299,690,-200,20
300,690,-200,20
300,690,-200,20
300,690,-200,20
301,690,-200,20
301,690,-200,20
301,690,-200,20
302,690,-200,20
302,690,-200,20
302,690,-200,20
303,690,-200,20
303,690,-200,20
303,690,-200,20
304,690,-200,20
304,690,-200,20
304,690,-200,20
305,690,-200,20
305,690,-200,20
305,690,-200,20
306,690,-200,20
306,690,-200,20
306,690,-200,20
307,690,-200,20
307,690,-200,20
307,690,-200,20
308,690,-200,20
308,690,-200,20
308,690,-200,20
309,690,-200,20
309,690,-200,20
309,690,-200,20
310,690,-200,20
310,690,-200,20
310,690,-200,20
311,690,-200,20
311,690,-200,20
311,690,-200,20
312,690,-200,20
312,690,-200,20
312,690,-200,20
313,690,-200,20
313,690,-200,20
313,690,-200,20
314,690,-200,20
314,690,-200,20
314,690,-200,20
315,690,-200,20
315,690,-200,20
315,690,-200,20
316,690,-200,20
316,690,-200,20
316,690,-200,20
317,690,-200,20
317,690,-200,20
317,690,-200,20
318,690,-200,20
318,690,-200,20
318,690,-200,20
319,690,-200,20
319,690,-200,20
319,690,-200,20
320,690,-200,20
320,690,-200,20
320,690,-200,20
321,690,-200,20
321,690,-200,20
321,690,-200,20
322,690,-200,20
322,690,-200,20
322,690,-200,20
323,690,-200,20
323,690,-200,20
323,690,-200,20
324,690,-200,20
324,690,-200,20
324,690,-200,20
325,690,-200,20
325,690,-200,20
325,690,-200,20
326,690,-200,20
326,690,-200,20
326,690,-200,20
327,690,-200,20
327,690,-200,20
327,690,-200,20
328,690,-200,20
328,690,-200,20
328,690,-200,20
329,690,-200,20
329,690,-200,20
329,690,-200,20
330,690,-200,20
330,690,-200,20
330,690,-200,20
331,690,-200,20
331,690,-200,20
331,690,-200,20
332,690,-200,20
332,690,-200,20
332,690,-200,20
333,690,-200,20
333,690,-200,20
333,690,-200,20
334,690,-200,20
334,690,-200,20
334,690,-200,20
335,690,-200,20
335,690,-200,20
335,690,-200,20
336,690,-200,20
336,690,-200,20
336,690,-200,20
337,690,-200,20
337,690,-200,20
337,690,-200,20
338,690,-200,20
338,690,-200,20
338,690,-200,20
339,690,-200,20
339,690,-200,20
339,690,-200,20
340,690,-200,20
340,690,-200,20
340,690,-200,20
341,690,-200,20
341,690,-200,20
341,690,-200,20
342,690,-200,20
342,690,-200,20
342,690,-200,20
343,690,-200,20
343,690,-200,20
343,690,-200,20
344,690,-200,20
344,690,-200,20
344,690,-200,20
345,690,-200,20
345,690,-200,20
345,690,-200,20
346,690,-200,20
346,690,-200,20
346,690,-200,20
347,690,-200,20
347,690,-200,20
347,690,-200,20
348,690,-200,20
348,690,-200,20
348,690,-200,20
349,690,-200,20
349,690,-200,20
349,690,-200,20
350,690,-200,20
350,690,-200,20
350,690,-200,20
351,690,-200,20
351,690,-200,20
351,690,-200,20
352,690,-200,20
352,690,-200,20
352,690,-200,20
353,690,-200,20
353,690,-200,20
353,690,-200,20
354,690,-200,20
354,690,-200,20
354,690,-200,20
355,690,-200,20
355,690,-200,20
355,690,-200,20
356,690,-200,20
356,690,-200,20
356,690,-200,20
357,690,-200,20
357,690,-200,20
357,690,-200,20
358,690,-200,20
358,690,-200,20
358,690,-200,20
359,690,-200,20
359,690,-200,20
359,690,-200,20
360,690,-200,20
360,690,-200,20
360,690,-200,20
361,690,-200,20
361,690,-200,20
361,690,-200,20
362,690,-200,20
362,690,-200,20
362,690,-200,20
363,690,-200,20
363,690,-200,20
363,690,-200,20
364,690,-200,20
364,690,-200,20
364,690,-200,20
365,690,-200,20
365,690,-200,20
365,690,-200,20
366,690,-200,20
366,690,-200,20
366,690,-200,20
367,690,-200,20
367,690,-200,20
367,690,-200,20
368,690,-200,20
368,690,-200,20
368,690,-200,20
369,690,-200,20
369,690,-200,20
369,690,-200,20
370,690,-200,20
370,690,-200,20
370,690,-200,20
371,690,-200,20
371,690,-200,20
371,690,-200,20
372,690,-200,20
372,690,-200,20
372,690,-200,20
373,690,-200,20
373,690,-200,20
373,690,-200,20
374,690,-200,20
374,690,-200,20
374,690,-200,20
375,690,-200,20
375,690,-200,20
375,690,-200,20
376,690,-200,20
376,690,-200,20
376,690,-200,20
377,690,-200,20
377,690,-200,20
377,690,-200,20
378,690,-200,20
378,690,-200,20
378,690,-200,20
379,690,-200,20
379,690,-200,20
379,690,-200,20
380,690,-200,20
380,690,-200,20
380,690,-200,20
381,690,-200,20
381,690,-200,20
381,690,-200,20
382,690,-200,20
382,690,-200,20
382,690,-200,20
383,690,-200,20
383,690,-200,20
383,690,-200,20
384,690,-200,20
384,690,-200,20
384,690,-200,20
385,690,-200,20
385,690,-200,20
385,690,-200,20
386,690,-200,20
386,690,-200,20
386,690,-200,20
387,690,-200,20
387,690,-200,20
387,690,-200,20
388,690,-200,20
388,690,-200,20
388,690,-200,20
389,690,-200,20
389,690,-200,20
389,690,-200,20
390,690,-200,20
390,690,-200,20
390,690,-200,20
391,690,-200,20
391,690,-200,20
391,690,-200,20
392,690,-200,20
392,690,-200,20
392,690,-200,20
393,690,-200,20
393,690,-200,20
393,690,-200,20
394,690,-200,20
394,690,-200,20
394,690,-200,20
395,690,-200,20
395,690,-200,20
395,690,-200,20
396,690,-200,20
396,690,-200,20
396,690,-200,20
397,690,-200,20
397,690,-200,20
397,690,-200,20
398,690,-200,20
398,690,-200,20
398,690,-200,20
399,690,-200,20
399,690,-200,20
399,690,-200,20
400,690,-200,20
400,690,-200,20
400,690,-200,20
401,690,-200,20
401,690,-200,20
401,690,-200,20
402,690,-200,20
402,690,-200,20
402,690,-200,20
403,690,-200,20
403,690,-200,20
403,690,-200,20
404,690,-200,20
404,690,-200,20
404,690,-200,20
405,690,-200,20
405,690,-200,20
405,690,-200,20
406,690,-200,20
406,690,-200,20
406,690,-200,20
407,690,-200,20
407,690,-200,20
407,690,-200,20
408,690,-200,20
408,690,-200,20
408,690,-200,20
409,690,-200,20
409,690,-200,20
409,690,-200,20
410,690,-200,20
410,690,-200,20
410,690,-200,20
411,690,-200,20
411,690,-200,20
411,690,-200,20
412,690,-200,20
412,690,-200,20
412,690,-200,20
413,690,-200,20
413,690,-200,20
413,690,-200,20
414,690,-200,20
414,690,-200,20
414,690,-200,20
415,690,-200,20
415,690,-200,20
415,690,-200,20
416,690,-200,20
416,690,-200,20
416,690,-200,20
417,690,-200,20
417,690,-200,20
417,690,-200,20
418,690,-200,20
