time_seconds,x_meters,y_meters,z_meters
39,60.4377,20.4987,20
39,121.053,29.5049,20
39,30.8019,-44.0635,20
40,68.1287,21.7577,20
40,130.304,30.5785,20
40,36.0376,-57.8551,20
41,75.8197,23.0167,20
41,139.556,31.6521,20
41,41.2733,-71.6467,20
42,83.5107,24.2758,20
42,148.807,32.7257,20
42,46.509,-85.4383,20
43,91.2017,25.5348,20
43,158.058,33.7993,20
43,51.7447,-99.2299,20
44,98.8927,26.7938,20
44,155.809,24.7875,20
44,56.9804,-113.022,20
45,106.465,27.8119,20
45,153.036,15.3155,20
45,62.2161,-126.813,20
46,113.963,28.6822,20
46,150.263,5.84358,20
46,67.4518,-140.605,20
47,121.462,29.5524,20
47,147.49,-3.62836,20
47,72.6875,-154.396,20
48,128.961,30.4226,20
48,144.717,-13.1003,20
48,77.9232,-168.188,20
49,136.46,31.2929,20
49,141.944,-22.5722,20
49,83.1589,-181.98,20
50,143.959,32.1631,20
50,139.171,-32.0442,20
50,88.3947,-195.771,20
51,151.458,33.0333,20
51,136.398,-41.5161,20
51,90,-200,20
52,158.313,33.3395,20
52,133.625,-50.988,20
52,90,-200,20
53,156.065,25.6618,20
53,130.852,-60.46,20
53,90,-200,20
54,153.818,17.9841,20
54,128.079,-69.9319,20
54,90,-200,20
55,151.57,10.3063,20
55,125.306,-79.4039,20
55,90,-200,20
56,149.322,2.62862,20
56,122.533,-88.8758,20
56,90,-200,20
57,147.074,-5.04912,20
57,119.76,-98.3477,20
57,90,-200,20
58,144.827,-12.7269,20
58,116.987,-107.82,20
58,90,-200,20
59,142.579,-20.4046,20
59,114.214,-117.292,20
59,90,-200,20
60,140.331,-28.0823,20
60,111.441,-126.764,20
60,90,-200,20
61,138.083,-35.76,20
61,108.668,-136.235,20
61,90,-200,20
62,135.836,-43.4378,20
62,105.895,-145.707,20
62,90,-200,20
63,133.588,-51.1155,20
63,103.122,-155.179,20
63,90,-200,20
64,131.34,-58.7932,20
64,100.349,-164.651,20
64,90,-200,20
65,129.092,-66.471,20
65,97.5758,-174.123,20
65,90,-200,20
66,126.845,-74.1487,20
66,94.8027,-183.595,20
66,90,-200,20
67,124.597,-81.8264,20
67,92.0297,-193.067,20
67,90,-200,20
68,122.349,-89.5042,20
68,90,-200,20
68,90,-200,20
69,120.101,-97.1819,20
69,90,-200,20
69,90,-200,20
70,117.854,-104.86,20
70,90,-200,20
70,90,-200,20
71,115.606,-112.537,20
71,90,-200,20
71,90,-200,20
72,113.358,-120.215,20
72,90,-200,20
72,90,-200,20
73,111.11,-127.893,20
73,90,-200,20
73,90,-200,20
74,108.863,-135.571,20
74,90,-200,20
74,90,-200,20
75,106.615,-143.248,20
75,90,-200,20
75,90,-200,20
76,104.367,-150.926,20
76,90,-200,20
76,90,-200,20
77,102.119,-158.604,20
77,90,-200,20
77,90,-200,20
78,99.8715,-166.282,20
78,90,-200,20
78,90,-200,20
79,97.6238,-173.959,20
79,90,-200,20
79,90,-200,20
80,95.376,-181.637,20
80,90,-200,20
80,90,-200,20
81,93.1283,-189.315,20
81,90,-200,20
81,90,-200,20
82,90.8805,-196.992,20
82,90,-200,20
82,90,-200,20
83,90,-200,20
83,90,-200,20
83,90,-200,20
84,90,-200,20
84,90,-200,20
84,90,-200,20
85,90,-200,20
85,90,-200,20
85,90,-200,20
86,90,-200,20
86,90,-200,20
86,90,-200,20
87,90,-200,20
87,90,-200,20
87,90,-200,20
88,90,-200,20
88,90,-200,20
88,90,-200,20
89,90,-200,20
89,90,-200,20
89,90,-200,20
90,90,-200,20
90,90,-200,20
90,90,-200,20
91,90,-200,20
91,90,-200,20
91,90,-200,20
92,90,-200,20
92,90,-200,20
92,90,-200,20
93,90,-200,20
93,90,-200,20
93,90,-200,20
94,90,-200,20
94,90,-200,20
94,90,-200,20
95,90,-200,20
95,90,-200,20
95,90,-200,20
96,90,-200,20
96,90,-200,20
96,90,-200,20
97,90,-200,20
97,90,-200,20
97,90,-200,20
98,90,-200,20
98,90,-200,20
98,90,-200,20
99,90,-200,20
99,90,-200,20
99,90,-200,20
100,90,-200,20
100,90,-200,20
100,90,-200,20
101,90,-200,20
101,90,-200,20
101,90,-200,20
102,90,-200,20
102,90,-200,20
102,90,-200,20
103,90,-200,20
103,90,-200,20
103,90,-200,20
104,90,-200,20
104,90,-200,20
104,90,-200,20
105,90,-200,20
105,90,-200,20
105,90,-200,20
106,90,-200,20
106,90,-200,20
106,90,-200,20
107,90,-200,20
107,90,-200,20
107,90,-200,20
108,90,-200,20
108,90,-200,20
108,90,-200,20
109,90,-200,20
109,90,-200,20
109,90,-200,20
110,90,-200,20
110,90,-200,20
110,90,-200,20
111,90,-200,20
111,90,-200,20
111,90,-200,20
112,90,-200,20
112,90,-200,20
112,90,-200,20
113,90,-200,20
113,90,-200,20
113,90,-200,20
114,90,-200,20
114,90,-200,20
114,90,-200,20
115,90,-200,20
115,90,-200,20
115,90,-200,20
116,90,-200,20
116,90,-200,20
116,90,-200,20
117,90,-200,20
117,90,-200,20
117,90,-200,20
118,90,-200,20
118,90,-200,20
118,90,-200,20
119,90,-200,20
119,90,-200,20
119,90,-200,20
120,90,-200,20
120,90,-200,20
120,90,-200,20
121,90,-200,20
121,90,-200,20
121,90,-200,20
122,90,-200,20
122,90,-200,20
122,90,-200,20
123,90,-200,20
123,90,-200,20
123,90,-200,20
124,90,-200,20
124,90,-200,20
124,90,-200,20
125,90,-200,20
125,90,-200,20
125,90,-200,20
126,90,-200,20
126,90,-200,20
126,90,-200,20
127,90,-200,20
127,90,-200,20
127,90,-200,20
128,90,-200,20
128,90,-200,20
128,90,-200,20
129,90,-200,20
129,90,-200,20
129,90,-200,20
130,90,-200,20
130,90,-200,20
130,90,-200,20
131,90,-200,20
131,90,-200,20
131,90,-200,20
132,90,-200,20
132,90,-200,20
132,90,-200,20
133,90,-200,20
133,90,-200,20
133,90,-200,20
134,90,-200,20
134,90,-200,20
134,90,-200,20
135,90,-200,20
135,90,-200,20
135,90,-200,20
136,90,-200,20
136,90,-200,20
136,90,-200,20
137,90,-200,20
137,90,-200,20
137,90,-200,20
138,90,-200,20
138,90,-200,20
138,90,-200,20
139,90,-200,20
139,90,-200,20
139,90,-200,20
140,90,-200,20
140,90,-200,20
140,90,-200,20
141,90,-200,20
141,90,-200,20
141,90,-200,20
142,90,-200,20
142,90,-200,20
142,90,-200,20
143,90,-200,20
143,90,-200,20
143,90,-200,20
144,90,-200,20
144,90,-200,20
144,90,-200,20
145,90,-200,20
145,90,-200,20
145,90,-200,20
146,90,-200,20
146,90,-200,20
146,90,-200,20
147,90,-200,20
147,90,-200,20
147,90,-200,20
148,90,-200,20
148,90,-200,20
148,90,-200,20
149,90,-200,20
149,90,-200,20
149,90,-200,20
150,90,-200,20
150,90,-200,20
150,90,-200,20
151,90,-200,20
151,90,-200,20
151,90,-200,20
152,90,-200,20
152,90,-200,20
152,90,-200,20
153,90,-200,20
153,90,-200,20
153,90,-200,20
154,90,-200,20
154,90,-200,20
154,90,-200,20
155,90,-200,20
155,90,-200,20
155,90,-200,20
156,90,-200,20
156,90,-200,20
156,90,-200,20
157,90,-200,20
157,90,-200,20
157,90,-200,20
158,90,-200,20
158,90,-200,20
158,90,-200,20
159,90,-200,20
159,90,-200,20
159,90,-200,20
160,90,-200,20
160,90,-200,20
160,90,-200,20
161,90,-200,20
161,90,-200,20
161,90,-200,20
162,90,-200,20
162,90,-200,20
162,90,-200,20
163,90,-200,20
163,90,-200,20
163,90,-200,20
164,90,-200,20
164,90,-200,20
164,90,-200,20
165,90,-200,20
165,90,-200,20
165,90,-200,20
166,90,-200,20
166,90,-200,20
166,90,-200,20
167,90,-200,20
167,90,-200,20
167,90,-200,20
168,90,-200,20
168,90,-200,20
168,90,-200,20
169,90,-200,20
169,90,-200,20
169,90,-200,20
170,90,-200,20
170,90,-200,20
170,90,-200,20
171,90,-200,20
171,90,-200,20
171,90,-200,20
172,90,-200,20
172,90,-200,20
172,90,-200,20
173,90,-200,20
173,90,-200,20
173,90,-200,20
174,90,-200,20
174,90,-200,20
174,90,-200,20
175,90,-200,20
175,90,-200,20
175,90,-200,20
176,90,-200,20
176,90,-200,20
176,90,-200,20
177,90,-200,20
177,90,-200,20
177,90,-200,20
178,90,-200,20
178,90,-200,20
178,90,-200,20
179,90,-200,20
179,90,-200,20
179,90,-200,20
180,90,-200,20
180,90,-200,20
180,90,-200,20
181,90,-200,20
181,90,-200,20
181,90,-200,20
182,90,-200,20
182,90,-200,20
182,90,-200,20
183,90,-200,20
183,90,-200,20
183,90,-200,20
184,90,-200,20
184,90,-200,20
184,90,-200,20
185,90,-200,20
185,90,-200,20
185,90,-200,20
186,90,-200,20
186,90,-200,20
186,90,-200,20
187,90,-200,20
187,90,-200,20
187,90,-200,20
188,90,-200,20
188,90,-200,20
188,90,-200,20
189,90,-200,20
189,90,-200,20
189,90,-200,20
190,90,-200,20
190,90,-200,20
190,90,-200,20
191,90,-200,20
191,90,-200,20
191,90,-200,20
192,90,-200,20
192,90,-200,20
192,90,-200,20
193,90,-200,20
193,90,-200,20
193,90,-200,20
194,90,-200,20
194,90,-200,20
194,90,-200,20
195,90,-200,20
195,90,-200,20
195,90,-200,20
196,90,-200,20
196,90,-200,20
196,90,-200,20
197,90,-200,20
197,90,-200,20
197,90,-200,20
198,90,-200,20
198,90,-200,20
198,90,-200,20
199,90,-200,20
199,90,-200,20
199,90,-200,20
200,90,-200,20
200,90,-200,20
200,90,-200,20
201,90,-200,20
201,90,-200,20
201,90,-200,20
202,90,-200,20
202,90,-200,20
202,90,-200,20
203,90,-200,20
203,90,-200,20
203,90,-200,20
204,90,-200,20
204,90,-200,20
204,90,-200,20
205,90,-200,20
205,90,-200,20
205,90,-200,20
206,90,-200,20
206,90,-200,20
206,90,-200,20
207,90,-200,20
207,90,-200,20
207,90,-200,20
208,90,-200,20
208,90,-200,20
208,90,-200,20
209,90,-200,20
209,90,-200,20
209,90,-200,20
210,90,-200,20
210,90,-200,20
210,90,-200,20
211,90,-200,20
211,90,-200,20
211,90,-200,20
212,90,-200,20
212,90,-200,20
212,90,-200,20
213,90,-200,20
213,90,-200,20
213,90,-200,20
214,90,-200,20
214,90,-200,20
214,90,-200,20
215,90,-200,20
215,90,-200,20
215,90,-200,20
216,90,-200,20
216,90,-200,20
216,90,-200,20
217,90,-200,20
217,90,-200,20
217,90,-200,20
218,90,-200,20
218,90,-200,20
218,90,-200,20
219,90,-200,20
219,90,-200,20
219,90,-200,20
220,90,-200,20
220,90,-200,20
220,90,-200,20
221,90,-200,20
221,90,-200,20
221,90,-200,20
222,90,-200,20
222,90,-200,20
222,90,-200,20
223,90,-200,20
223,90,-200,20
223,90,-200,20
224,90,-200,20
224,90,-200,20
224,90,-200,20
225,90,-200,20
225,90,-200,20
225,90,-200,20
226,90,-200,20
226,90,-200,20
226,90,-200,20
227,90,-200,20
227,90,-200,20
227,90,-200,20
228,90,-200,20
228,90,-200,20
228,90,-200,20
229,90,-200,20
229,90,-200,20
229,90,-200,20
230,90,-200,20
230,90,-200,20
230,90,-200,20
231,90,-200,20
231,90,-200,20
231,90,-200,20
232,90,-200,20
232,90,-200,20
232,90,-200,20
233,90,-200,20
233,90,-200,20
233,90,-200,20
234,90,-200,20
234,90,-200,20
234,90,-200,20
235,90,-200,20
235,90,-200,20
235,90,-200,20
236,90,-200,20
236,90,-200,20
236,90,-200,20
237,90,-200,20
237,90,-200,20
237,90,-200,20
238,90,-200,20
238,90,-200,20
238,90,-200,20
239,90,-200,20
239,90,-200,20
239,90,-200,20
240,90,-200,20
240,90,-200,20
240,90,-200,20
241,90,-200,20
241,90,-200,20
241,90,-200,20
242,90,-200,20
242,90,-200,20
242,90,-200,20
243,90,-200,20
243,90,-200,20
243,90,-200,20
244,90,-200,20
244,90,-200,20
244,90,-200,20
245,90,-200,20
245,90,-200,20
245,90,-200,20
246,90,-200,20
246,90,-200,20
246,90,-200,20
247,90,-200,20
247,90,-200,20
247,90,-200,20
248,90,-200,20
248,90,-200,20
248,90,-200,20
249,90,-200,20
249,90,-200,20
249,90,-200,20
250,90,-200,20
250,90,-200,20
250,90,-200,20
251,90,-200,20
251,90,-200,20
251,90,-200,20
252,90,-200,20
252,90,-200,20
252,90,-200,20
253,90,-200,20
253,90,-200,20
253,90,-200,20
254,90,-200,20
254,90,-200,20
254,90,-200,20
255,90,-200,20
255,90,-200,20
255,90,-200,20
256,90,-200,20
256,90,-200,20
256,90,-200,20
257,90,-200,20
257,90,-200,20
257,90,-200,20
258,90,-200,20
258,90,-200,20
258,90,-200,20
259,90,-200,20
259,90,-200,20
259,90,-200,20
260,90,-200,20
260,90,-200,20
260,90,-200,20
261,90,-200,20
261,90,-200,20
261,90,-200,20
262,90,-200,20
262,90,-200,20
262,90,-200,20
263,90,-200,20
263,90,-200,20
263,90,-200,20
264,90,-200,20
264,90,-200,20
264,90,-200,20
265,90,-200,20
265,90,-200,20
265,90,-200,20
266,90,-200,20
266,90,-200,20
266,90,-200,20
267,90,-200,20
267,90,-200,20
267,90,-200,20
268,90,-200,20
268,90,-200,20
268,90,-200,20
269,90,-200,20
269,90,-200,20
269,90,-200,20
270,90,-200,20
270,90,-200,20
270,90,-200,20
271,90,-200,20
271,90,-200,20
271,90,-200,20
272,90,-200,20
272,90,-200,20
272,90,-200,20
273,90,-200,20
273,90,-200,20
273,90,-200,20
274,90,-200,20
274,90,-200,20
274,90,-200,20
275,90,-200,20
275,90,-200,20
275,90,-200,20
276,90,-200,20
276,90,-200,20
276,90,-200,20
277,90,-200,20
277,90,-200,20
277,90,-200,20
278,90,-200,20
278,90,-200,20
278,90,-200,20
279,90,-200,20
279,90,-200,20
279,90,-200,20
280,90,-200,20
280,90,-200,20
280,90,-200,20
281,90,-200,20
281,90,-200,20
281,90,-200,20
282,90,-200,20
282,90,-200,20
282,90,-200,20
283,90,-200,20
283,90,-200,20
283,90,-200,20
284,90,-200,20
284,90,-200,20
284,90,-200,20
285,90,-200,20
285,90,-200,20
285,90,-200,20
286,90,-200,20
286,90,-200,20
286,90,-200,20
287,90,-200,20
287,90,-200,20
287,90,-200,20
288,90,-200,20
288,90,-200,20
288,90,-200,20
289,90,-200,20
289,90,-200,20
289,90,-200,20
290,90,-200,20
290,90,-200,20
290,90,-200,20
291,90,-200,20
291,90,-200,20
291,90,-200,20
292,90,-200,20
292,90,-200,20
292,90,-200,20
293,90,-200,20
293,90,-200,20
293,90,-200,20
294,90,-200,20
294,90,-200,20
294,90,-200,20
295,90,-200,20
295,90,-200,20
295,90,-200,20
296,90,-200,20
296,90,-200,20
296,90,-200,20
297,90,-200,20
297,90,-200,20
297,90,-200,20
298,90,-200,20
298,90,-200,20
298,90,-200,20
299,90,-200,20
299,90,-200,20
299,90,-200,20
300,90,-200,20
300,90,-200,20
300,90,-200,20
301,90,-200,20
301,90,-200,20
301,90,-200,20
302,90,-200,20
302,90,-200,20
302,90,-200,20
303,90,-200,20
303,90,-200,20
303,90,-200,20
304,90,-200,20
304,90,-200,20
304,90,-200,20
305,90,-200,20
305,90,-200,20
305,90,-200,20
306,90,-200,20
306,90,-200,20
306,90,-200,20
307,90,-200,20
307,90,-200,20
307,90,-200,20
308,90,-200,20
308,90,-200,20
308,90,-200,20
309,90,-200,20
309,90,-200,20
309,90,-200,20
310,90,-200,20
310,90,-200,20
310,90,-200,20
311,90,-200,20
311,90,-200,20
311,90,-200,20
312,90,-200,20
312,90,-200,20
312,90,-200,20
313,90,-200,20
313,90,-200,20
313,90,-200,20
314,90,-200,20
314,90,-200,20
314,90,-200,20
315,90,-200,20
315,90,-200,20
315,90,-200,20
316,90,-200,20
316,90,-200,20
316,90,-200,20
317,90,-200,20
317,90,-200,20
317,90,-200,20
318,90,-200,20
318,90,-200,20
318,90,-200,20
319,90,-200,20
319,90,-200,20
319,90,-200,20
320,90,-200,20
320,90,-200,20
320,90,-200,20
321,90,-200,20
321,90,-200,20
321,90,-200,20
322,90,-200,20
322,90,-200,20
322,90,-200,20
323,90,-200,20
323,90,-200,20
323,90,-200,20
324,90,-200,20
324,90,-200,20
324,90,-200,20
325,90,-200,20
325,90,-200,20
325,90,-200,20
326,90,-200,20
326,90,-200,20
326,90,-200,20
327,90,-200,20
327,90,-200,20
327,90,-200,20
328,90,-200,20
328,90,-200,20
328,90,-200,20
329,90,-200,20
329,90,-200,20
329,90,-200,20
330,90,-200,20
330,90,-200,20
330,90,-200,20
331,90,-200,20
331,90,-200,20
331,90,-200,20
332,90,-200,20
332,90,-200,20
332,90,-200,20
333,90,-200,20
333,90,-200,20
333,90,-200,20
334,90,-200,20
334,90,-200,20
334,90,-200,20
335,90,-200,20
335,90,-200,20
335,90,-200,20
336,90,-200,20
336,90,-200,20
336,90,-200,20
337,90,-200,20
337,90,-200,20
337,90,-200,20
338,90,-200,20
338,90,-200,20
338,90,-200,20
339,90,-200,20
339,90,-200,20
339,90,-200,20
340,90,-200,20
340,90,-200,20
340,90,-200,20
341,90,-200,20
341,90,-200,20
341,90,-200,20
342,90,-200,20
342,90,-200,20
342,90,-200,20
343,90,-200,20
343,90,-200,20
343,90,-200,20
344,90,-200,20
344,90,-200,20
344,90,-200,20
345,90,-200,20
345,90,-200,20
345,90,-200,20
346,90,-200,20
346,90,-200,20
346,90,-200,20
347,90,-200,20
347,90,-200,20
347,90,-200,20
348,90,-200,20
348,90,-200,20
348,90,-200,20
349,90,-200,20
349,90,-200,20
349,90,-200,20
350,90,-200,20
350,90,-200,20
350,90,-200,20
351,90,-200,20
351,90,-200,20
351,90,-200,20
352,90,-200,20
352,90,-200,20
352,90,-200,20
353,90,-200,20
353,90,-200,20
353,90,-200,20
354,90,-200,20
354,90,-200,20
354,90,-200,20
355,90,-200,20
355,90,-200,20
355,90,-200,20
356,90,-200,20
356,90,-200,20
356,90,-200,20
357,90,-200,20
357,90,-200,20
357,90,-200,20
358,90,-200,20
358,90,-200,20
358,90,-200,20
359,90,-200,20
359,90,-200,20
359,90,-200,20
360,90,-200,20
360,90,-200,20
360,90,-200,20
361,90,-200,20
361,90,-200,20
361,90,-200,20
362,90,-200,20
362,90,-200,20
362,90,-200,20
363,90,-200,20
363,90,-200,20
363,90,-200,20
364,90,-200,20
364,90,-200,20
364,90,-200,20
365,90,-200,20
365,90,-200,20
365,90,-200,20
366,90,-200,20
366,90,-200,20
366,90,-200,20
367,90,-200,20
367,90,-200,20
367,90,-200,20
368,90,-200,20
368,90,-200,20
368,90,-200,20
369,90,-200,20
369,90,-200,20
369,90,-200,20
370,90,-200,20
370,90,-200,20
370,90,-200,20
371,90,-200,20
371,90,-200,20
371,90,-200,20
372,90,-200,20
372,90,-200,20
372,90,-200,20
373,90,-200,20
373,90,-200,20
373,90,-200,20
374,90,-200,20
374,90,-200,20
374,90,-200,20
375,90,-200,20
375,90,-200,20
375,90,-200,20
376,90,-200,20
376,90,-200,20
376,90,-200,20
377,90,-200,20
377,90,-200,20
377,90,-200,20
378,90,-200,20
378,90,-200,20
378,90,-200,20
379,90,-200,20
379,90,-200,20
379,90,-200,20
380,90,-200,20
380,90,-200,20
380,90,-200,20
381,90,-200,20
381,90,-200,20
381,90,-200,20
382,90,-200,20
382,90,-200,20
382,90,-200,20
383,90,-200,20
383,90,-200,20
383,90,-200,20
384,90,-200,20
384,90,-200,20
384,90,-200,20
385,90,-200,20
385,90,-200,20
385,90,-200,20
386,90,-200,20
386,90,-200,20
386,90,-200,20
387,90,-200,20
387,90,-200,20
387,90,-200,20
388,90,-200,20
388,90,-200,20
388,90,-200,20
389,90,-200,20
389,90,-200,20
389,90,-200,20
390,90,-200,20
390,90,-200,20
390,90,-200,20
391,90,-200,20
391,90,-200,20
391,90,-200,20
392,90,-200,20
392,90,-200,20
392,90,-200,20
393,90,-200,20
393,90,-200,20
393,90,-200,20
394,90,-200,20
394,90,-200,20
394,90,-200,20
395,90,-200,20
395,90,-200,20
395,90,-200,20
396,90,-200,20
396,90,-200,20
396,90,-200,20
397,90,-200,20
397,90,-200,20
397,90,-200,20
398,90,-200,20
398,90,-200,20
398,90,-200,20
399,90,-200,20
399,90,-200,20
399,90,-200,20
400,90,-200,20
400,90,-200,20
400,90,-200,20
401,90,-200,20
401,90,-200,20
401,90,-200,20
402,90,-200,20
402,90,-200,20
402,90,-200,20
403,90,-200,20
403,90,-200,20
403,90,-200,20
404,90,-200,20
404,90,-200,20
404,90,-200,20
405,90,-200,20
405,90,-200,20
405,90,-200,20
406,90,-200,20
406,90,-200,20
406,90,-200,20
407,90,-200,20
407,90,-200,20
407,90,-200,20
408,90,-200,20
408,90,-200,20
408,90,-200,20
409,90,-200,20
409,90,-200,20
409,90,-200,20
410,90,-200,20
410,90,-200,20
410,90,-200,20
411,90,-200,20
411,90,-200,20
411,90,-200,20
412,90,-200,20
412,90,-200,20
412,90,-200,20
413,90,-200,20
413,90,-200,20
413,90,-200,20
414,90,-200,20
414,90,-200,20
414,90,-200,20
415,90,-200,20
415,90,-200,20
415,90,-200,20
416,90,-200,20
416,90,-200,20
416,90,-200,20
417,90,-200,20
417,90,-200,20
417,90,-200,20
418,90,-200,20
418,90,-200,20
418,90,-200,20
419,90,-200,20
419,90,-200,20
419,90,-200,20
420,90,-200,20
420,90,-200,20
420,90,-200,20
421,90,-200,20
421,90,-200,20
421,90,-200,20
422,90,-200,20
422,90,-200,20
422,90,-200,20
423,90,-200,20
423,90,-200,20
423,90,-200,20
424,90,-200,20
424,90,-200,20
424,90,-200,20
425,90,-200,20
425,90,-200,20
425,90,-200,20
426,90,-200,20
426,90,-200,20
426,90,-200,20
427,90,-200,20
427,90,-200,20
427,90,-200,20
428,90,-200,20
428,90,-200,20
428,90,-200,20
429,90,-200,20
429,90,-200,20
429,90,-200,20
430,90,-200,20
430,90,-200,20
430,90,-200,20
431,90,-200,20
431,90,-200,20
431,90,-200,20
432,90,-200,20
432,90,-200,20
432,90,-200,20
433,90,-200,20
433,90,-200,20
433,90,-200,20
434,90,-200,20
434,90,-200,20
434,90,-200,20
435,90,-200,20
435,90,-200,20
435,90,-200,20
436,90,-200,20
436,90,-200,20
436,90,-200,20
437,90,-200,20
437,90,-200,20
437,90,-200,20
438,90,-200,20
438,90,-200,20
438,90,-200,20
439,90,-200,20
439,90,-200,20
439,90,-200,20
440,90,-200,20
440,90,-200,20
440,90,-200,20
441,90,-200,20
441,90,-200,20
441,90,-200,20
442,90,-200,20
442,90,-200,20
442,90,-200,20
443,90,-200,20
443,90,-200,20
443,90,-200,20
444,90,-200,20
444,90,-200,20
444,90,-200,20
445,90,-200,20
445,90,-200,20
445,90,-200,20
446,90,-200,20
446,90,-200,20
446,90,-200,20
447,90,-200,20
447,90,-200,20
447,90,-200,20
448,90,-200,20
448,90,-200,20
448,90,-200,20
449,90,-200,20
449,90,-200,20
449,90,-200,20
450,90,-200,20
450,90,-200,20
450,90,-200,20
451,90,-200,20
451,90,-200,20
451,90,-200,20
452,90,-200,20
452,90,-200,20
452,90,-200,20
453,90,-200,20
453,90,-200,20
453,90,-200,20
454,90,-200,20
454,90,-200,20
454,90,-200,20
455,90,-200,20
455,90,-200,20
455,90,-200,20
456,90,-200,20
456,90,-200,20
456,90,-200,20
457,90,-200,20
457,90,-200,20
457,90,-200,20
458,90,-200,20
458,90,-200,20
458,90,-200,20
459,90,-200,20
459,90,-200,20
459,90,-200,20
460,90,-200,20
460,90,-200,20
460,90,-200,20
461,90,-200,20
461,90,-200,20
461,90,-200,20
462,90,-200,20
462,90,-200,20
462,90,-200,20
463,90,-200,20
463,90,-200,20
463,90,-200,20
464,90,-200,20
464,90,-200,20
464,90,-200,20
465,90,-200,20
465,90,-200,20
465,90,-200,20
466,90,-200,20
466,90,-200,20
466,90,-200,20
467,90,-200,20
467,90,-200,20
467,90,-200,20
468,90,-200,20
468,90,-200,20
468,90,-200,20
469,90,-200,20
469,90,-200,20
469,90,-200,20
470,90,-200,20
470,90,-200,20
470,90,-200,20
471,90,-200,20
471,90,-200,20
471,90,-200,20
472,90,-200,20
472,90,-200,20
472,90,-200,20
473,90,-200,20
473,90,-200,20
473,90,-200,20
474,90,-200,20
474,90,-200,20
474,90,-200,20
475,90,-200,20
475,90,-200,20
475,90,-200,20
476,90,-200,20
476,90,-200,20
476,90,-200,20
477,90,-200,20
477,90,-200,20
477,90,-200,20
478,90,-200,20
478,90,-200,20
478,90,-200,20
479,90,-200,20
479,90,-200,20
479,90,-200,20
480,90,-200,20
480,90,-200,20
480,90,-200,20
481,90,-200,20
481,90,-200,20
481,90,-200,20
482,90,-200,20
482,90,-200,20
482,90,-200,20
483,90,-200,20
483,90,-200,20
483,90,-200,20
