regime,m_policy,r_family,r_idx,f_family,f_idx,T_miss_mult,C_clusters,ln_C,area_m2,R_cluster_m,k_star,interior,rel_depth,quasiconvex,quasiconvex_even_k,k_star_even_k,schema_version,prov_id
m-of-k,proportional-50,hill,1,exp-decay,0,10.0,40,3.688879,1039230.4844000001,100.0,22,1,0.242861,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,10.0,56,4.025352,1454922.6781600001,100.0,22,1,0.243068,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,10.0,80,4.382027,2078460.9688000001,100.0,22,1,0.243245,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,10.0,113,4.727388,2935826.11843,100.0,22,1,0.243380,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,10.0,160,5.075174,4156921.9376000003,100.0,22,1,0.243483,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,10.0,226,5.420535,5871652.23686,100.0,22,1,0.243555,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,10.0,320,5.768321,8313843.875200001,100.0,22,1,0.243601,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,10.0,452,6.113682,11743304.47372,100.0,22,1,0.243622,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,10.0,640,6.461468,16627687.750400001,100.0,22,1,0.243619,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,10,2.302585,259807.62110000002,100.0,32,1,0.026113,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,14,2.639057,363730.66954000003,100.0,32,1,0.026053,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,20,2.995732,519615.24220000004,100.0,32,1,0.026002,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,28,3.332205,727461.3390800001,100.0,32,1,0.025964,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,40,3.688879,1039230.4844000001,100.0,32,1,0.025932,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,56,4.025352,1454922.6781600001,100.0,32,1,0.025907,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,80,4.382027,2078460.9688000001,100.0,32,1,0.025887,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,113,4.727388,2935826.11843,100.0,32,1,0.025871,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,160,5.075174,4156921.9376000003,100.0,34,1,0.025863,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,226,5.420535,5871652.23686,100.0,34,1,0.025864,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,320,5.768321,8313843.875200001,100.0,34,1,0.025865,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,452,6.113682,11743304.47372,100.0,34,1,0.025866,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,0,30.0,640,6.461468,16627687.750400001,100.0,34,1,0.025866,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,10,2.302585,259807.62110000002,100.0,6,1,0.116339,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,14,2.639057,363730.66954000003,100.0,6,1,0.114520,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,20,2.995732,519615.24220000004,100.0,8,1,0.112774,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,28,3.332205,727461.3390800001,100.0,8,1,0.111620,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,40,3.688879,1039230.4844000001,100.0,8,1,0.110251,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,56,4.025352,1454922.6781600001,100.0,8,1,0.108915,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,80,4.382027,2078460.9688000001,100.0,8,1,0.107520,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,113,4.727388,2935826.11843,100.0,8,1,0.106236,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,160,5.075174,4156921.9376000003,100.0,8,1,0.105036,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,226,5.420535,5871652.23686,100.0,8,1,0.103950,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,320,5.768321,8313843.875200001,100.0,8,1,0.102969,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,452,6.113682,11743304.47372,100.0,8,1,0.102105,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,1.0,640,6.461468,16627687.750400001,100.0,8,1,0.101340,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,10,2.302585,259807.62110000002,100.0,12,1,0.443301,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,14,2.639057,363730.66954000003,100.0,12,1,0.446523,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,20,2.995732,519615.24220000004,100.0,12,1,0.448691,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,28,3.332205,727461.3390800001,100.0,12,1,0.449844,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,40,3.688879,1039230.4844000001,100.0,12,1,0.450378,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,56,4.025352,1454922.6781600001,100.0,12,1,0.450426,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,80,4.382027,2078460.9688000001,100.0,12,1,0.450159,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,113,4.727388,2935826.11843,100.0,12,1,0.449707,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,160,5.075174,4156921.9376000003,100.0,12,1,0.449147,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,226,5.420535,5871652.23686,100.0,12,1,0.448547,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,320,5.768321,8313843.875200001,100.0,12,1,0.447940,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,452,6.113682,11743304.47372,100.0,12,1,0.447362,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,3.0,640,6.461468,16627687.750400001,100.0,12,1,0.446818,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,10,2.302585,259807.62110000002,100.0,22,1,0.234737,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,14,2.639057,363730.66954000003,100.0,22,1,0.234151,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,20,2.995732,519615.24220000004,100.0,22,1,0.233455,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,28,3.332205,727461.3390800001,100.0,22,1,0.232754,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,40,3.688879,1039230.4844000001,100.0,22,1,0.231991,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,56,4.025352,1454922.6781600001,100.0,22,1,0.231283,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,80,4.382027,2078460.9688000001,100.0,22,1,0.230574,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,113,4.727388,2935826.11843,100.0,22,1,0.229949,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,160,5.075174,4156921.9376000003,100.0,22,1,0.229394,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,226,5.420535,5871652.23686,100.0,22,1,0.228921,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,320,5.768321,8313843.875200001,100.0,22,1,0.228521,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,452,6.113682,11743304.47372,100.0,22,1,0.228193,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,10.0,640,6.461468,16627687.750400001,100.0,22,1,0.227922,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,10,2.302585,259807.62110000002,100.0,32,1,0.026100,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,14,2.639057,363730.66954000003,100.0,32,1,0.026037,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,20,2.995732,519615.24220000004,100.0,32,1,0.025983,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,28,3.332205,727461.3390800001,100.0,32,1,0.025941,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,40,3.688879,1039230.4844000001,100.0,32,1,0.025906,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,56,4.025352,1454922.6781600001,100.0,32,1,0.025879,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,80,4.382027,2078460.9688000001,100.0,32,1,0.025856,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,113,4.727388,2935826.11843,100.0,32,1,0.025838,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,160,5.075174,4156921.9376000003,100.0,32,1,0.025823,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,226,5.420535,5871652.23686,100.0,32,1,0.025812,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,320,5.768321,8313843.875200001,100.0,32,1,0.025803,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,452,6.113682,11743304.47372,100.0,32,1,0.025796,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,1,30.0,640,6.461468,16627687.750400001,100.0,32,1,0.025791,0,1,32,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,10,2.302585,259807.62110000002,100.0,6,1,0.121165,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,14,2.639057,363730.66954000003,100.0,6,1,0.119759,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,20,2.995732,519615.24220000004,100.0,6,1,0.118188,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,28,3.332205,727461.3390800001,100.0,6,1,0.116701,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,40,3.688879,1039230.4844000001,100.0,6,1,0.115173,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,56,4.025352,1454922.6781600001,100.0,6,1,0.113813,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,80,4.382027,2078460.9688000001,100.0,6,1,0.112481,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,113,4.727388,2935826.11843,100.0,6,1,0.111310,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,160,5.075174,4156921.9376000003,100.0,6,1,0.110251,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,226,5.420535,5871652.23686,100.0,6,1,0.109318,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,320,5.768321,8313843.875200001,100.0,6,1,0.108491,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,452,6.113682,11743304.47372,100.0,6,1,0.107774,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,1.0,640,6.461468,16627687.750400001,100.0,6,1,0.107148,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,10,2.302585,259807.62110000002,100.0,12,1,0.435029,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,14,2.639057,363730.66954000003,100.0,12,1,0.437448,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,20,2.995732,519615.24220000004,100.0,12,1,0.438876,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,28,3.332205,727461.3390800001,100.0,12,1,0.439429,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,40,3.688879,1039230.4844000001,100.0,12,1,0.439421,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,56,4.025352,1454922.6781600001,100.0,12,1,0.439038,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,80,4.382027,2078460.9688000001,100.0,12,1,0.438385,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,113,4.727388,2935826.11843,100.0,12,1,0.437620,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,160,5.075174,4156921.9376000003,100.0,12,1,0.436796,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,226,5.420535,5871652.23686,100.0,12,1,0.435976,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,320,5.768321,8313843.875200001,100.0,12,1,0.435185,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,452,6.113682,11743304.47372,100.0,12,1,0.434453,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,3.0,640,6.461468,16627687.750400001,100.0,12,1,0.433780,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,10,2.302585,259807.62110000002,100.0,22,1,0.228116,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,14,2.639057,363730.66954000003,100.0,22,1,0.226719,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,20,2.995732,519615.24220000004,100.0,22,1,0.225244,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,28,3.332205,727461.3390800001,100.0,22,1,0.223897,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,40,3.688879,1039230.4844000001,100.0,22,1,0.222557,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,56,4.025352,1454922.6781600001,100.0,22,1,0.221403,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,80,4.382027,2078460.9688000001,100.0,22,1,0.220316,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,113,4.727388,2935826.11843,100.0,22,1,0.219406,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,160,5.075174,4156921.9376000003,100.0,22,1,0.218626,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,226,5.420535,5871652.23686,100.0,22,1,0.217976,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,320,5.768321,8313843.875200001,100.0,22,1,0.217433,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,452,6.113682,11743304.47372,100.0,22,1,0.216987,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,10.0,640,6.461468,16627687.750400001,100.0,22,1,0.216619,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,10,2.302585,259807.62110000002,100.0,34,1,0.024186,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,14,2.639057,363730.66954000003,100.0,34,1,0.023936,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,20,2.995732,519615.24220000004,100.0,34,1,0.023672,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,28,3.332205,727461.3390800001,100.0,34,1,0.023429,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,40,3.688879,1039230.4844000001,100.0,34,1,0.023183,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,56,4.025352,1454922.6781600001,100.0,34,1,0.022967,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,80,4.382027,2078460.9688000001,100.0,34,1,0.022760,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,113,4.727388,2935826.11843,100.0,34,1,0.022585,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,160,5.075174,4156921.9376000003,100.0,34,1,0.022434,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,226,5.420535,5871652.23686,100.0,34,1,0.022308,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,320,5.768321,8313843.875200001,100.0,34,1,0.022205,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,452,6.113682,11743304.47372,100.0,34,1,0.022121,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,exp-decay,2,30.0,640,6.461468,16627687.750400001,100.0,34,1,0.022053,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,10,2.302585,259807.62110000002,100.0,6,1,0.134517,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,14,2.639057,363730.66954000003,100.0,6,1,0.134240,0,1,6,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,20,2.995732,519615.24220000004,100.0,8,1,0.134555,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,28,3.332205,727461.3390800001,100.0,8,1,0.134668,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,40,3.688879,1039230.4844000001,100.0,8,1,0.134432,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,56,4.025352,1454922.6781600001,100.0,8,1,0.133994,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,80,4.382027,2078460.9688000001,100.0,8,1,0.133396,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,113,4.727388,2935826.11843,100.0,8,1,0.132756,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,160,5.075174,4156921.9376000003,100.0,8,1,0.132097,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,226,5.420535,5871652.23686,100.0,8,1,0.131461,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,320,5.768321,8313843.875200001,100.0,8,1,0.130859,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,452,6.113682,11743304.47372,100.0,8,1,0.130308,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,1.0,640,6.461468,16627687.750400001,100.0,8,1,0.129808,0,1,8,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,10,2.302585,259807.62110000002,100.0,12,1,0.450567,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,14,2.639057,363730.66954000003,100.0,12,1,0.454629,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,20,2.995732,519615.24220000004,100.0,12,1,0.457582,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,28,3.332205,727461.3390800001,100.0,12,1,0.459375,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,40,3.688879,1039230.4844000001,100.0,12,1,0.460487,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,56,4.025352,1454922.6781600001,100.0,12,1,0.460995,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,80,4.382027,2078460.9688000001,100.0,12,1,0.461135,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,113,4.727388,2935826.11843,100.0,12,1,0.461009,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,160,5.075174,4156921.9376000003,100.0,12,1,0.460722,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,226,5.420535,5871652.23686,100.0,12,1,0.460346,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,320,5.768321,8313843.875200001,100.0,12,1,0.459926,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,452,6.113682,11743304.47372,100.0,12,1,0.459501,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,3.0,640,6.461468,16627687.750400001,100.0,12,1,0.459086,0,1,12,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,10,2.302585,259807.62110000002,100.0,22,1,0.234584,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,14,2.639057,363730.66954000003,100.0,22,1,0.234078,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,20,2.995732,519615.24220000004,100.0,22,1,0.233520,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,28,3.332205,727461.3390800001,100.0,22,1,0.232999,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,40,3.688879,1039230.4844000001,100.0,22,1,0.232472,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,56,4.025352,1454922.6781600001,100.0,22,1,0.232015,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,80,4.382027,2078460.9688000001,100.0,22,1,0.231582,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,113,4.727388,2935826.11843,100.0,22,1,0.231216,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,160,5.075174,4156921.9376000003,100.0,22,1,0.230899,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,226,5.420535,5871652.23686,100.0,22,1,0.230631,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,320,5.768321,8313843.875200001,100.0,22,1,0.230403,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,452,6.113682,11743304.47372,100.0,22,1,0.230213,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,10.0,640,6.461468,16627687.750400001,100.0,22,1,0.230052,0,1,22,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,10,2.302585,259807.62110000002,100.0,34,1,0.024991,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,14,2.639057,363730.66954000003,100.0,34,1,0.024868,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,20,2.995732,519615.24220000004,100.0,34,1,0.024745,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,28,3.332205,727461.3390800001,100.0,34,1,0.024638,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,40,3.688879,1039230.4844000001,100.0,34,1,0.024535,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,56,4.025352,1454922.6781600001,100.0,34,1,0.024449,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,80,4.382027,2078460.9688000001,100.0,34,1,0.024371,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,113,4.727388,2935826.11843,100.0,34,1,0.024307,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,160,5.075174,4156921.9376000003,100.0,34,1,0.024253,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,226,5.420535,5871652.23686,100.0,34,1,0.024209,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,320,5.768321,8313843.875200001,100.0,34,1,0.024172,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,452,6.113682,11743304.47372,100.0,34,1,0.024143,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,0,30.0,640,6.461468,16627687.750400001,100.0,34,1,0.024119,0,1,34,1,1d478b3dd653a6b1
m-of-k,proportional-50,hill,1,power-law,1,1.0,10,2.302585,259807.62110000002,100.0,8,1,0.156101,0,1,8,1,1d478b3dd653a6b1
