regime,m_policy,r_family,r_idx,f_family,f_idx,T_miss_mult,C_clusters,ln_C,area_m2,R_cluster_m,k_star,interior,rel_depth,quasiconvex,quasiconvex_even_k,k_star_even_k,schema_version,prov_id
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,10,2.302585,259807.62110000002,100.0,3,1,0.015169,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,14,2.639057,363730.66954000003,100.0,3,1,0.016817,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,20,2.995732,519615.24220000004,100.0,3,1,0.018139,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,28,3.332205,727461.3390800001,100.0,3,1,0.019070,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,40,3.688879,1039230.4844000001,100.0,3,1,0.019797,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,56,4.025352,1454922.6781600001,100.0,3,1,0.020296,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,80,4.382027,2078460.9688000001,100.0,3,1,0.020676,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,113,4.727388,2935826.11843,100.0,3,1,0.020937,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,160,5.075174,4156921.9376000003,100.0,3,1,0.021121,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,226,5.420535,5871652.23686,100.0,3,1,0.021247,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,320,5.768321,8313843.875200001,100.0,3,1,0.021334,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,452,6.113682,11743304.47372,100.0,3,1,0.021391,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,3.0,640,6.461468,16627687.750400001,100.0,3,1,0.021429,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,10,2.302585,259807.62110000002,100.0,5,1,0.342212,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,14,2.639057,363730.66954000003,100.0,5,1,0.346000,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,20,2.995732,519615.24220000004,100.0,5,1,0.349111,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,28,3.332205,727461.3390800001,100.0,5,1,0.351348,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,40,3.688879,1039230.4844000001,100.0,5,1,0.353130,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,56,4.025352,1454922.6781600001,100.0,5,1,0.354376,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,80,4.382027,2078460.9688000001,100.0,5,1,0.355344,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,113,4.727388,2935826.11843,100.0,5,1,0.356019,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,160,5.075174,4156921.9376000003,100.0,5,1,0.356507,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,226,5.420535,5871652.23686,100.0,5,1,0.356850,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,320,5.768321,8313843.875200001,100.0,5,1,0.357092,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,452,6.113682,11743304.47372,100.0,5,1,0.357258,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,10.0,640,6.461468,16627687.750400001,100.0,5,1,0.357373,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,10,2.302585,259807.62110000002,100.0,8,1,1.362519,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,14,2.639057,363730.66954000003,100.0,8,1,1.370020,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,20,2.995732,519615.24220000004,100.0,8,1,1.376368,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,28,3.332205,727461.3390800001,100.0,8,1,1.381083,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,40,3.688879,1039230.4844000001,100.0,8,1,1.384964,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,56,4.025352,1454922.6781600001,100.0,8,1,1.387765,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,80,4.382027,2078460.9688000001,100.0,8,1,1.390006,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,113,4.727388,2935826.11843,100.0,8,1,1.391617,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,160,5.075174,4156921.9376000003,100.0,8,1,1.392811,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,226,5.420535,5871652.23686,100.0,8,1,1.393675,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,320,5.768321,8313843.875200001,100.0,8,1,1.394304,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,452,6.113682,11743304.47372,100.0,8,1,1.394750,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,0,30.0,640,6.461468,16627687.750400001,100.0,8,1,1.395070,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,10,2.302585,259807.62110000002,100.0,3,1,0.002546,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,14,2.639057,363730.66954000003,100.0,3,1,0.002990,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,20,2.995732,519615.24220000004,100.0,3,1,0.003219,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,28,3.332205,727461.3390800001,100.0,3,1,0.003272,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,40,3.688879,1039230.4844000001,100.0,3,1,0.003213,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,56,4.025352,1454922.6781600001,100.0,3,1,0.003088,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,80,4.382027,2078460.9688000001,100.0,3,1,0.002913,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,113,4.727388,2935826.11843,100.0,3,1,0.002723,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,160,5.075174,4156921.9376000003,100.0,3,1,0.002527,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,226,5.420535,5871652.23686,100.0,3,1,0.002337,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,320,5.768321,8313843.875200001,100.0,3,1,0.002157,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,452,6.113682,11743304.47372,100.0,3,1,0.001993,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,3.0,640,6.461468,16627687.750400001,100.0,3,1,0.001844,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,10,2.302585,259807.62110000002,100.0,5,1,0.317960,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,14,2.639057,363730.66954000003,100.0,5,1,0.319178,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,20,2.995732,519615.24220000004,100.0,5,1,0.319907,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,28,3.332205,727461.3390800001,100.0,5,1,0.320208,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,40,3.688879,1039230.4844000001,100.0,5,1,0.320242,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,56,4.025352,1454922.6781600001,100.0,5,1,0.320094,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,80,4.382027,2078460.9688000001,100.0,5,1,0.319819,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,113,4.727388,2935826.11843,100.0,5,1,0.319489,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,160,5.075174,4156921.9376000003,100.0,5,1,0.319130,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,226,5.420535,5871652.23686,100.0,5,1,0.318771,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,320,5.768321,8313843.875200001,100.0,5,1,0.318423,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,452,6.113682,11743304.47372,100.0,5,1,0.318101,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,10.0,640,6.461468,16627687.750400001,100.0,5,1,0.317804,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,10,2.302585,259807.62110000002,100.0,8,1,1.326495,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,14,2.639057,363730.66954000003,100.0,8,1,1.329685,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,20,2.995732,519615.24220000004,100.0,8,1,1.331890,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,28,3.332205,727461.3390800001,100.0,8,1,1.333131,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,40,3.688879,1039230.4844000001,100.0,8,1,1.333800,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,56,4.025352,1454922.6781600001,100.0,8,1,1.334000,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,80,4.382027,2078460.9688000001,100.0,8,1,1.333905,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,113,4.727388,2935826.11843,100.0,8,1,1.333623,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,160,5.075174,4156921.9376000003,100.0,8,1,1.333229,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,226,5.420535,5871652.23686,100.0,8,1,1.332786,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,320,5.768321,8313843.875200001,100.0,8,1,1.332324,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,452,6.113682,11743304.47372,100.0,8,1,1.331875,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,1,30.0,640,6.461468,16627687.750400001,100.0,8,1,1.331449,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,10,2.302585,259807.62110000002,100.0,3,1,0.003112,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,14,2.639057,363730.66954000003,100.0,3,1,0.003664,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,20,2.995732,519615.24220000004,100.0,3,1,0.003989,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,28,3.332205,727461.3390800001,100.0,3,1,0.004116,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,40,3.688879,1039230.4844000001,100.0,3,1,0.004119,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,56,4.025352,1454922.6781600001,100.0,3,1,0.004040,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,80,4.382027,2078460.9688000001,100.0,3,1,0.003902,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,113,4.727388,2935826.11843,100.0,3,1,0.003741,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,160,5.075174,4156921.9376000003,100.0,3,1,0.003566,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,226,5.420535,5871652.23686,100.0,3,1,0.003393,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,320,5.768321,8313843.875200001,100.0,3,1,0.003226,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,452,6.113682,11743304.47372,100.0,3,1,0.003072,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,3.0,640,6.461468,16627687.750400001,100.0,3,1,0.002930,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,10,2.302585,259807.62110000002,100.0,5,1,0.317951,1,1,4,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,14,2.639057,363730.66954000003,100.0,5,1,0.319257,1,1,4,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,20,2.995732,519615.24220000004,100.0,5,1,0.320067,1,1,4,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,28,3.332205,727461.3390800001,100.0,5,1,0.320431,1,1,4,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,40,3.688879,1039230.4844000001,100.0,5,1,0.320517,1,1,4,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,56,4.025352,1454922.6781600001,100.0,5,1,0.320407,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,80,4.382027,2078460.9688000001,100.0,5,1,0.320162,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,113,4.727388,2935826.11843,100.0,5,1,0.319854,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,160,5.075174,4156921.9376000003,100.0,5,1,0.319510,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,226,5.420535,5871652.23686,100.0,5,1,0.319162,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,320,5.768321,8313843.875200001,100.0,5,1,0.318822,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,452,6.113682,11743304.47372,100.0,5,1,0.318504,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,10.0,640,6.461468,16627687.750400001,100.0,5,1,0.318211,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,10,2.302585,259807.62110000002,100.0,8,1,1.322800,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,14,2.639057,363730.66954000003,100.0,8,1,1.325730,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,20,2.995732,519615.24220000004,100.0,8,1,1.327701,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,28,3.332205,727461.3390800001,100.0,8,1,1.328752,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,40,3.688879,1039230.4844000001,100.0,8,1,1.329247,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,56,4.025352,1454922.6781600001,100.0,8,1,1.329305,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,80,4.382027,2078460.9688000001,100.0,8,1,1.329080,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,113,4.727388,2935826.11843,100.0,8,1,1.328688,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,160,5.075174,4156921.9376000003,100.0,8,1,1.328199,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,226,5.420535,5871652.23686,100.0,8,1,1.327673,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,320,5.768321,8313843.875200001,100.0,8,1,1.327141,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,452,6.113682,11743304.47372,100.0,8,1,1.326632,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,exp-decay,2,30.0,640,6.461468,16627687.750400001,100.0,8,1,1.326154,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,10,2.302585,259807.62110000002,100.0,3,1,0.012968,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,14,2.639057,363730.66954000003,100.0,3,1,0.014359,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,20,2.995732,519615.24220000004,100.0,3,1,0.015445,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,28,3.332205,727461.3390800001,100.0,3,1,0.016186,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,40,3.688879,1039230.4844000001,100.0,3,1,0.016743,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,56,4.025352,1454922.6781600001,100.0,3,1,0.017108,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,80,4.382027,2078460.9688000001,100.0,3,1,0.017370,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,113,4.727388,2935826.11843,100.0,3,1,0.017535,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,160,5.075174,4156921.9376000003,100.0,3,1,0.017639,1,1,2,1,1d478b3dd653a6b1
