config_id,regime,m_policy,r_family,r_idx,r_params,f_family,f_idx,f_params,R_cluster_m,C_clusters,T_miss_mult,k_star,m_at_kstar,T_at_kstar,at_lower,at_upper,interior,rel_depth,interior_meaningful,quasiconvex,n_violations,max_violation_rel,quasiconvex_even_k,k_star_even_k,theta_at_kstar,passes_at_kstar,T1_at_kstar,T2_at_kstar,r_at_kstar,f_at_kstar,N_at_kstar,T1_share_at_kstar,schema_version,prov_id
325,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",75.0,177.7778,3.0,2,2,5124.095252205615,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,1628.775516312512,0.28063400253194865,0.4620709099893783,81.96450264620982,0.28840017070083446,1,1d478b3dd653a6b1
326,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",75.0,177.7778,10.0,5,5,11159.608622525357,0,0,1,0.12598914031866784,1,1,0,0.0,1,6,64.27081834353626,2.5708327337414505,3799.150765288558,1526.4995431920252,0.5597477735779925,0.4259764009841553,75.86290932533255,0.34043763484859846,1,1d478b3dd653a6b1
327,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",75.0,177.7778,30.0,12,12,18088.011351267884,0,0,1,0.8701356509019843,1,1,0,0.0,1,12,183.60375857795714,7.344150343118286,10853.111534738271,994.8952884957519,0.8560180695957534,0.25,45.0504625140402,0.6000168467374121,1,1d478b3dd653a6b1
328,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",100.0,100.0,1.0,2,2,2824.9302422368655,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,1012.2382038979937,0.28063400253194865,0.4620709099893783,46.0256540914804,0.5231244026235763,1,1d478b3dd653a6b1
329,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",100.0,100.0,3.0,2,2,4951.0739185124385,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,1012.2382038979937,0.28063400253194865,0.4620709099893783,46.0256540914804,0.29847866740544243,1,1d478b3dd653a6b1
330,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",100.0,100.0,10.0,5,5,10838.855987240451,0,0,1,0.14334730529361564,1,1,0,0.0,1,6,64.27081834353626,2.5708327337414505,3799.150765288558,953.4688846963113,0.5597477735779925,0.4259764009841553,42.731411471009366,0.3505121545817137,1,1d478b3dd653a6b1
331,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",100.0,100.0,30.0,12,12,17781.62884587781,0,0,1,0.8926282760667585,1,1,0,0.0,1,12,183.60375857795714,7.344150343118286,10853.111534738271,636.9793562599297,0.8560180695957534,0.25,25.606018069595752,0.6103553070873072,1,1d478b3dd653a6b1
332,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",125.0,64.0,1.0,2,2,2739.810190050506,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,708.9248084491682,0.28063400253194865,0.4620709099893783,29.391101331862778,0.5393767607661146,1,1d478b3dd653a6b1
333,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",125.0,64.0,3.0,2,2,4865.953866326079,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,708.9248084491682,0.28063400253194865,0.4620709099893783,29.391101331862778,0.3036999499009234,1,1d478b3dd653a6b1
334,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",125.0,64.0,10.0,6,6,10677.222912615483,0,0,1,0.15268331793924855,1,1,0,0.0,1,6,80.17764402001548,3.2071057608006193,4739.42864722073,651.7979441142395,0.6257993532402721,0.4087872380968218,26.379395353340048,0.443882148570762,1,1d478b3dd653a6b1
335,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",125.0,64.0,30.0,12,12,17628.971713833733,0,0,1,0.904188970347276,1,1,0,0.0,1,12,183.60375857795714,7.344150343118286,10853.111534738271,458.6453496937263,0.8560180695957534,0.25,16.606018069595752,0.6156406460293803,1,1d478b3dd653a6b1
336,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",150.0,44.4444,1.0,2,2,2690.8430602342705,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,534.4372931287064,0.28063400253194865,0.4620709099893783,20.35504798095938,0.549192172246112,1,1d478b3dd653a6b1
337,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",150.0,44.4444,3.0,2,2,4816.9867365098435,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,534.4372931287064,0.28063400253194865,0.4620709099893783,20.35504798095938,0.3067872149662945,1,1d478b3dd653a6b1
338,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",150.0,44.4444,10.0,6,6,10579.058297746236,0,0,1,0.15875054834378755,1,1,0,0.0,1,6,80.17764402001548,3.2071057608006193,4739.42864722073,494.935182334496,0.6257993532402721,0.4087872380968218,18.38533380833553,0.448000995346667,1,1d478b3dd653a6b1
339,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k0f"": 12.0, ""sf"": 4.0}",150.0,44.4444,30.0,12,12,17540.303768384823,0,0,1,0.9110231389861906,1,1,0,0.0,1,12,183.60375857795714,7.344150343118286,10853.111534738271,355.06348781692674,0.8560180695957534,0.25,11.717129180706864,0.618752769510198,1,1d478b3dd653a6b1
340,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",50.0,400.0,1.0,2,2,3137.5699111063414,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,2126.285917463577,0.28063400253194865,0.28050924926140075,112.20382445783085,0.4709982525623947,1,1d478b3dd653a6b1
341,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",50.0,400.0,3.0,2,2,5263.713587381913,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,2126.285917463577,0.28063400253194865,0.28050924926140075,112.20382445783085,0.28075044754828005,1,1d478b3dd653a6b1
342,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",50.0,400.0,10.0,5,5,11456.665836196618,0,0,1,0.10898027715926575,1,1,0,0.0,1,6,64.27081834353626,2.5708327337414505,3799.150765288558,2057.197882146421,0.5597477735779925,0.2691647925248245,107.95649999098298,0.33161050689681276,1,1d478b3dd653a6b1
343,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",50.0,400.0,30.0,12,12,18721.782750642888,0,0,1,0.8142851922547685,1,1,0,0.0,1,12,183.60375857795714,7.344150343118286,10853.111534738271,1735.2668085435646,0.8560180695957534,0.21931757358900145,88.36372993160732,0.5797050248521651,1,1d478b3dd653a6b1
344,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",75.0,177.7778,1.0,2,2,2843.992997690473,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,1080.1656655798224,0.28063400253194865,0.28050924926140075,49.868435733075124,0.5196179971692991,1,1d478b3dd653a6b1
345,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",75.0,177.7778,3.0,2,2,4970.136673966046,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,1080.1656655798224,0.28063400253194865,0.28050924926140075,49.868435733075124,0.2973338647132605,1,1d478b3dd653a6b1
346,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",75.0,177.7778,10.0,5,5,10892.737228016651,0,0,1,0.13944174738808607,1,1,0,0.0,1,6,64.27081834353626,2.5708327337414505,3799.150765288558,1049.7287419384118,0.5597477735779925,0.2691647925248245,48.14210165213308,0.34877833603815916,1,1d478b3dd653a6b1
347,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",75.0,177.7778,30.0,12,12,18004.696434901976,0,0,1,0.8702384916866056,1,1,0,0.0,1,12,183.60375857795714,7.344150343118286,10853.111534738271,897.5668332620298,0.8560180695957534,0.21931757358900145,39.626491356273675,0.602793364163563,1,1d478b3dd653a6b1
348,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",100.0,100.0,1.0,2,2,2732.707480151381,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,683.6152955781597,0.28063400253194865,0.28050924926140075,28.05104967941062,0.5407786805419698,1,1d478b3dd653a6b1
349,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",100.0,100.0,3.0,2,2,4858.851156426954,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,683.6152955781597,0.28063400253194865,0.28050924926140075,28.05104967941062,0.30414390106778966,1,1d478b3dd653a6b1
350,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",100.0,100.0,10.0,5,5,10678.834030374175,0,0,1,0.1518442920271199,1,1,0,0.0,1,6,64.27081834353626,2.5708327337414505,3799.150765288558,667.5866276872496,0.5597477735779925,0.2691647925248245,27.20706223353562,0.3557645670381713,1,1d478b3dd653a6b1
351,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",100.0,100.0,30.0,12,12,17731.231357686065,0,0,1,0.8928065462074606,1,1,0,0.0,1,12,183.60375857795714,7.344150343118286,10853.111534738271,578.1050287407152,0.8560180695957534,0.21931757358900145,22.568457854906896,0.6120901202969024,1,1d478b3dd653a6b1
352,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",125.0,64.0,1.0,2,2,2677.2971215475573,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,486.1682360490288,0.28063400253194865,0.28050924926140075,17.952716706000196,0.5519708416110455,1,1d478b3dd653a6b1
353,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",125.0,64.0,3.0,2,2,4803.44079782313,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,486.1682360490288,0.28063400253194865,0.28050924926140075,17.952716706000196,0.30765236996220585,1,1d478b3dd653a6b1
354,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",125.0,64.0,10.0,6,6,10564.905237983681,0,0,1,0.15902068110973316,1,1,0,0.0,1,6,80.17764402001548,3.2071057608006193,4739.42864722073,472.3192117533929,0.6257993532402721,0.2642391233933647,17.27286412702225,0.448601150740208,1,1d478b3dd653a6b1
355,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",125.0,64.0,30.0,12,12,17594.566856976013,0,0,1,0.9043594934682079,1,1,0,0.0,1,12,183.60375857795714,7.344150343118286,10853.111534738271,418.45360832783786,0.8560180695957534,0.21931757358900145,14.673025205702844,0.6168444851732827,1,1d478b3dd653a6b1
356,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",150.0,44.4444,1.0,2,2,2645.090620351478,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,371.40487556703306,0.28063400253194865,0.28050924926140075,12.467202498221692,0.5586916130786729,1,1d478b3dd653a6b1
357,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",150.0,44.4444,3.0,2,2,4771.234296627051,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,371.40487556703306,0.28063400253194865,0.28050924926140075,12.467202498221692,0.30972906664175665,1,1d478b3dd653a6b1
358,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",150.0,44.4444,10.0,6,6,10496.836983579698,0,0,1,0.16346830790037567,1,1,0,0.0,1,6,80.17764402001548,3.2071057608006193,4739.42864722073,363.549117870205,0.6257993532402721,0.2642391233933647,12.105521269552003,0.451510169647739,1,1d478b3dd653a6b1
359,all-k,equal-k,sat-exp,1,"{""k_r"": 6.0, ""r_inf"": 0.99}",logistic-dec,2,"{""f0"": 0.3, ""f_floor"": 0.0, ""k0f"": 18.0, ""sf"": 6.0}",150.0,44.4444,30.0,12,12,17515.007011449285,0,0,1,0.9111710263356295,1,1,0,0.0,1,12,183.60375857795714,7.344150343118286,10853.111534738271,325.5118254933927,0.8560180695957534,0.21931757358900145,10.384148211073484,0.619646428211177,1,1d478b3dd653a6b1
360,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",50.0,400.0,1.0,2,2,3027.2610693858705,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,1969.2875999701241,0.14584236135391657,0.256708559516296,102.57255760835602,0.48816072071485683,1,1d478b3dd653a6b1
361,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",50.0,400.0,3.0,2,2,5551.792209781482,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,1969.2875999701241,0.14584236135391657,0.256708559516296,102.57255760835602,0.26618250279968614,1,1d478b3dd653a6b1
362,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",50.0,400.0,10.0,4,4,13995.520560463134,0,0,1,0.02801829621191381,1,1,0,0.0,1,4,48.928521552122106,1.9571408620848842,2892.243087766395,1132.5718299024106,0.2692952549549002,0.13179856905786339,52.85692430904239,0.20665491328253147,1,1d478b3dd653a6b1
363,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",50.0,400.0,30.0,14,14,28433.11372345681,0,0,1,0.39390159623726845,1,1,0,0.0,1,14,220.24304272836463,8.809721709134585,13018.918163737648,125.55949958659352,0.6541669372811322,0.004701781275747603,2.530177666304426,0.45787873570094695,1,1d478b3dd653a6b1
364,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",75.0,177.7778,1.0,2,2,2886.388141161411,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,1003.3616034580259,0.14584236135391657,0.256708559516296,45.52621104917913,0.5119858706281992,1,1d478b3dd653a6b1
365,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",75.0,177.7778,3.0,2,2,5410.919281557022,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,1003.3616034580259,0.14584236135391657,0.256708559516296,45.52621104917913,0.2731125467830288,1,1d478b3dd653a6b1
366,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",75.0,177.7778,10.0,4,4,13851.457962161196,0,0,1,0.028539978380642986,1,1,0,0.0,1,4,48.928521552122106,1.9571408620848842,2892.243087766395,597.6103121955232,0.2692952549549002,0.13179856905786339,23.56835340729497,0.20880423531351702,1,1d478b3dd653a6b1
367,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",75.0,177.7778,30.0,14,14,28409.897616572187,0,0,1,0.3900820837122999,1,1,0,0.0,1,14,220.24304272836463,8.809721709134585,13018.918163737648,90.06992412575865,0.6541669372811322,0.004701781275747603,1.4853373828049583,0.45825290676666836,1,1d478b3dd653a6b1
368,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",100.0,100.0,1.0,2,2,2832.8251640092967,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,636.0953534133429,0.14584236135391657,0.256708559516296,25.55998975346722,0.521666484821788,1,1d478b3dd653a6b1
369,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",100.0,100.0,3.0,2,2,5357.356304404908,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,636.0953534133429,0.14584236135391657,0.256708559516296,25.55998975346722,0.27584313259291177,1,1d478b3dd653a6b1
370,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",100.0,100.0,10.0,4,4,13795.470157077483,0,0,1,0.028831575450729285,1,1,0,0.0,1,4,48.928521552122106,1.9571408620848842,2892.243087766395,389.7054046504983,0.2692952549549002,0.13179856905786339,13.317353591683375,0.20965165049359258,1,1d478b3dd653a6b1
371,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",100.0,100.0,30.0,14,14,28400.62854608697,0,0,1,0.38864978413231227,1,1,0,0.0,1,14,220.24304272836463,8.809721709134585,13018.918163737648,75.9006502646535,0.6541669372811322,0.004701781275747603,1.1196432835801449,0.45840246607962454,1,1d478b3dd653a6b1
372,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",125.0,64.0,1.0,2,2,2806.0813501607763,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,452.7205533878523,0.14584236135391657,0.256708559516296,16.318481610880568,0.5266383119430105,1,1d478b3dd653a6b1
373,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",125.0,64.0,3.0,2,2,5330.6124905563875,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,452.7205533878523,0.14584236135391657,0.256708559516296,16.318481610880568,0.2772270443671266,1,1d478b3dd653a6b1
374,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",125.0,64.0,10.0,4,4,13767.028606982345,0,0,1,0.02901445812033058,1,1,0,0.0,1,4,48.928521552122106,1.9571408620848842,2892.243087766395,284.0906581154991,0.2692952549549002,0.13179856905786339,8.572605105600292,0.21008477357993655,1,1d478b3dd653a6b1
375,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",125.0,64.0,30.0,14,14,28396.003360511346,0,0,1,0.3879341534627646,1,1,0,0.0,1,14,220.24304272836463,8.809721709134585,13018.918163737648,68.83030581274782,0.6541669372811322,0.004701781275747603,0.9503791576532312,0.4584771313924513,1,1d478b3dd653a6b1
376,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",150.0,44.4444,1.0,2,2,2790.495758932239,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,345.85454351356,0.14584236135391657,0.256708559516296,11.298403113672997,0.5295797138171962,1,1d478b3dd653a6b1
377,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",150.0,44.4444,3.0,2,2,5315.02689932785,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,345.85454351356,0.14584236135391657,0.256708559516296,11.298403113672997,0.2780399748513633,1,1d478b3dd653a6b1
378,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",150.0,44.4444,10.0,4,4,13750.225680665626,0,0,1,0.029138446113668975,1,1,0,0.0,1,4,48.928521552122106,1.9571408620848842,2892.243087766395,221.6947339112939,0.2692952549549002,0.13179856905786339,5.995210866246521,0.21034149947322076,1,1d478b3dd653a6b1
379,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k_f"": 3.0}",150.0,44.4444,30.0,14,14,28393.37333298033,0,0,1,0.38751379882389453,1,1,0,0.0,1,14,220.24304272836463,8.809721709134585,13018.918163737648,64.80988322467638,0.6541669372811322,0.004701781275747603,0.8584332127052781,0.4585195993114182,1,1d478b3dd653a6b1
380,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k_f"": 8.0}",50.0,400.0,1.0,2,2,3151.3501795407556,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,2820.131682600942,0.14584236135391657,0.38940039153570244,155.5165985840992,0.4689386647721874,1,1d478b3dd653a6b1
381,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k_f"": 8.0}",50.0,400.0,3.0,2,2,5675.881319936367,1,0,0,0.0,0,1,0,0.0,1,2,20.613381509127453,0.8245352603650982,1477.7899454234348,2820.131682600942,0.14584236135391657,0.38940039153570244,155.5165985840992,0.26036308057265767,1,1d478b3dd653a6b1
382,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k_f"": 8.0}",50.0,400.0,10.0,3,3,14231.51521259316,0,0,1,0.01969046124335943,1,1,0,0.0,1,4,34.29462295175867,1.3717849180703467,2027.209959207869,2530.810315198035,0.21013925608216535,0.3436446393954861,137.3243503748811,0.1424451247056276,1,1d478b3dd653a6b1
383,all-k,equal-k,sat-exp,2,"{""k_r"": 12.0, ""r_inf"": 0.95}",exp-decay,1,"{""f0"": 0.5, ""f_floor"": 0.01, ""k_f"": 8.0}",50.0,400.0,30.0,14,14,28886.82737669141,0,0,1,0.37630384939250255,1,1,0,0.0,1,14,220.24304272836463,8.809721709134585,13018.918163737648,819.1342239839144,0.6541669372811322,0.08688697172522257,35.32206865564494,0.45068702055673054,1,1d478b3dd653a6b1
