run_id,t_s,frac_complete
main~main|R120|sp20|k8|tr1|ai0.5|spread|s1000,3,1
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,0,0
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,0.25,0.010101
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,0.5,0.181818
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,0.75,0.353535
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,1,0.373737
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,1.25,0.575758
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,1.5,0.656566
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,1.75,0.717172
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,2,0.818182
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,2.25,0.868687
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,2.5,0.878788
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,2.75,0.959596
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,3,0.979798
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,3.25,0.989899
main~main|R120|sp20|k16|tr1|ai0.5|spread|s1000,3.5,1
main~main|R150|sp20|k4|tr1|ai0.5|spread|s1000,0,0.0340136
main~main|R150|sp20|k4|tr1|ai0.5|spread|s1000,0.25,0.52381
main~main|R150|sp20|k4|tr1|ai0.5|spread|s1000,0.5,0.537415
main~main|R150|sp20|k4|tr1|ai0.5|spread|s1000,1.25,0.707483
main~main|R150|sp20|k4|tr1|ai0.5|spread|s1000,1.5,0.85034
main~main|R150|sp20|k4|tr1|ai0.5|spread|s1000,2,0.857143
main~main|R150|sp20|k4|tr1|ai0.5|spread|s1000,2.25,0.952381
main~main|R150|sp20|k4|tr1|ai0.5|spread|s1000,2.5,0.972789
main~main|R150|sp20|k4|tr1|ai0.5|spread|s1000,2.75,1
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,0,0
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,0.25,0.285714
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,0.5,0.387755
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,0.75,0.408163
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,1.25,0.585034
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,1.5,0.714286
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,1.75,0.748299
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,2,0.77551
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,2.25,0.836735
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,2.5,0.857143
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,2.75,0.952381
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,3,0.979592
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,3.5,0.986395
main~main|R150|sp20|k8|tr1|ai0.5|spread|s1000,3.75,1
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,0,0
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,0.25,0.0204082
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,0.5,0.163265
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,0.75,0.244898
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,1,0.285714
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,1.25,0.333333
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,1.5,0.414966
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,1.75,0.639456
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,2,0.70068
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,2.25,0.727891
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,2.5,0.755102
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,2.75,0.802721
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,3,0.863946
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,3.25,0.918367
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,3.5,0.945578
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,3.75,0.972789
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,4.25,0.986395
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,4.75,0.993197
main~main|R150|sp20|k16|tr1|ai0.5|spread|s1000,5,1
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,0,0.0194553
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,0.25,0.33463
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,0.5,0.385214
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,1.25,0.525292
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,1.5,0.715953
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,2,0.719844
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,2.25,0.735409
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,2.5,0.856031
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,2.75,0.88716
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,3,0.902724
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,3.25,0.941634
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,3.5,0.968872
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,3.75,0.972763
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,4,0.980545
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,4.25,0.996109
main~main|R200|sp20|k4|tr1|ai0.5|spread|s1000,4.5,1
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,0,0
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,0.25,0.225681
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,0.5,0.319066
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,0.75,0.326848
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,1,0.33463
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,1.25,0.455253
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,1.5,0.595331
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,1.75,0.626459
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,2,0.63035
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,2.25,0.677043
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,2.5,0.7393
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,2.75,0.797665
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,3,0.828794
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,3.25,0.859922
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,3.5,0.898833
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,3.75,0.941634
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,4,0.972763
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,4.25,0.980545
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,4.5,0.992218
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,4.75,0.996109
main~main|R200|sp20|k8|tr1|ai0.5|spread|s1000,5,1
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,0,0
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,0.25,0.0077821
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,0.5,0.077821
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,0.75,0.140078
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,1,0.171206
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,1.25,0.22179
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,1.5,0.361868
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,1.75,0.48249
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,2,0.536965
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,2.25,0.548638
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,2.5,0.63035
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,2.75,0.727626
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,3,0.750973
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,3.25,0.77821
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,3.5,0.801556
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,3.75,0.863813
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,4,0.910506
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,4.25,0.945525
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,4.5,0.957198
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,4.75,0.972763
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,5,0.984436
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,5.25,0.992218
main~main|R200|sp20|k16|tr1|ai0.5|spread|s1000,5.5,1
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,0,0.0151134
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,0.25,0.259446
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,0.5,0.31738
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,0.75,0.322418
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,1.25,0.496222
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,1.5,0.546599
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,1.75,0.549118
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,2,0.556675
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,2.25,0.654912
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,2.5,0.765743
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,2.75,0.775819
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,3,0.778338
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,3.25,0.828715
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,3.5,0.899244
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,3.75,0.921914
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,4,0.926952
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,4.25,0.944584
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,4.5,0.987406
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,5,0.997481
main~main|R250|sp20|k4|tr1|ai0.5|spread|s1000,5.75,1
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,0,0
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,0.25,0.151134
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,0.5,0.239295
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,0.75,0.256927
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,1.25,0.38539
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,1.5,0.463476
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,1.75,0.501259
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,2,0.503778
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,2.25,0.549118
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,2.5,0.634761
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,2.75,0.700252
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,3,0.717884
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,3.25,0.730479
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,3.5,0.806045
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,3.75,0.86398
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,4,0.879093
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,4.25,0.891688
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,4.5,0.937028
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,4.75,0.95466
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,5,0.967254
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,5.25,0.97733
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,5.5,0.989924
main~main|R250|sp20|k8|tr1|ai0.5|spread|s1000,5.75,1
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,0,0
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,0.25,0.0151134
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,0.5,0.093199
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,0.75,0.173804
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,1,0.18136
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,1.25,0.216625
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,1.5,0.312343
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,1.75,0.415617
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,2,0.455919
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,2.25,0.478589
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,2.5,0.518892
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,2.75,0.581864
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,3,0.63728
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,3.25,0.672544
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,3.5,0.702771
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,3.75,0.72796
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,4,0.811083
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,4.25,0.81864
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,4.5,0.86398
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,4.75,0.904282
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,5,0.934509
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,5.25,0.947103
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,5.5,0.957179
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,5.75,0.982368
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,6,0.984887
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,6.25,0.989924
main~main|R250|sp20|k16|tr1|ai0.5|spread|s1000,6.5,1
