run_id,mode,R_m,spacing_m,k,trickle,r_tx_m,r_bc_m,seed,n_nodes,n_seeded,n_complete,frac_complete,censored,T_spread_s,t50_s,t90_s,t95_s,t99_s,pkt_adv,pkt_frag,pkt_total,send_fail,bytes_total,rx_adv,rx_frag,mac_tx,mac_tx_ok,mac_tx_drop,mac_rx_drop,phy_rx_drop,phy_tx_drop,traces_connected,adv_interval_s,suppress_window_s,stop_time_s,tx_power_dBm
main~main|R60|sp20|k4|tr1|ai0.5|spread|s1105,spread,60,20,4,1,50,50,1105,23,21,23,1,0,1.23419,0.098597,0.257216,1.23419,1.23419,23,34,57,0,2895,346,284,54,52,2,0,537,0,6,0.5,1,900,-8
main~main|R60|sp20|k4|tr1|ai0.5|spread|s1108,spread,60,20,4,1,50,50,1108,23,23,23,1,0,1.23934,0.149522,0.153491,0.330768,1.23934,23,25,48,0,2220,298,232,46,45,0,0,460,0,6,0.5,1,900,-8
main~main|R60|sp20|k4|tr1|ai0.5|spread|s1111,spread,60,20,4,1,50,50,1111,23,21,23,1,0,0.238273,0.217808,0.222737,0.222737,0.238273,10,21,31,0,1725,130,211,30,30,1,0,319,0,6,0.5,1,900,-8
main~main|R60|sp20|k4|tr1|ai0.5|spread|s1114,spread,60,20,4,1,50,50,1114,23,20,23,1,0,0.261389,0.0653567,0.218605,0.218605,0.261389,14,18,32,0,1560,199,169,31,31,1,0,314,0,6,0.5,1,900,-8
main~main|R60|sp20|k4|tr1|ai0.5|spread|s1117,spread,60,20,4,1,50,50,1117,23,22,23,1,0,1.64017,0.243316,0.282763,0.282763,1.64017,24,39,63,0,3285,337,288,58,58,5,0,651,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1000,spread,60,20,8,1,50,50,1000,23,23,23,1,0,1.82368,0.43327,1.06189,1.06189,1.82368,38,57,95,0,4845,523,609,88,88,7,0,804,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1003,spread,60,20,8,1,50,50,1003,23,21,23,1,0,1.54094,1.28994,1.50924,1.54094,1.54094,53,55,108,0,4920,655,536,102,102,6,0,1053,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1006,spread,60,20,8,1,50,50,1006,23,23,23,1,0,1.66714,0.237574,0.72667,1.44989,1.66714,37,53,90,0,4530,451,444,80,80,10,0,865,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1009,spread,60,20,8,1,50,50,1009,23,23,23,1,0,1.57965,0.411638,1.12317,1.15603,1.57965,41,63,104,0,5340,545,528,94,94,10,0,995,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1012,spread,60,20,8,1,50,50,1012,23,23,23,1,0,1.57566,0.308644,1.29675,1.29675,1.57566,37,54,91,0,4605,431,475,84,84,6,0,942,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1015,spread,60,20,8,1,50,50,1015,23,21,23,1,0,1.28562,0.414145,1.05808,1.05808,1.28562,38,54,92,0,4620,456,457,84,84,8,0,935,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1018,spread,60,20,8,1,50,50,1018,23,23,23,1,0,1.27271,0.262001,1.257,1.26938,1.27271,35,55,90,0,4650,498,425,83,83,7,0,903,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1021,spread,60,20,8,1,50,50,1021,23,23,23,1,0,0.608599,0.272215,0.608599,0.608599,0.608599,24,42,66,0,3510,249,336,59,59,7,0,713,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1024,spread,60,20,8,1,50,50,1024,23,20,23,1,0,2.75331,0.5998,2.74364,2.74364,2.75331,65,68,133,0,6075,903,585,125,125,8,0,1262,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1027,spread,60,20,8,1,50,50,1027,23,21,23,1,0,1.99461,0.433836,1.74273,1.99173,1.99461,54,78,132,0,6660,635,598,123,123,8,0,1473,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1030,spread,60,20,8,1,50,50,1030,23,23,23,1,0,1.72003,0.28823,1.24425,1.58925,1.72003,33,62,95,0,5145,451,516,84,84,11,0,881,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1033,spread,60,20,8,1,50,50,1033,23,23,23,1,0,2.47972,0.412276,1.81854,1.91435,2.47972,52,86,138,0,7230,638,748,131,131,7,0,1496,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1036,spread,60,20,8,1,50,50,1036,23,22,23,1,0,1.59009,0.454531,0.826467,1.0041,1.59009,36,40,76,0,3540,480,372,71,71,5,0,710,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1039,spread,60,20,8,1,50,50,1039,23,23,23,1,0,2.81292,1.23,1.60691,2.20625,2.81292,60,89,149,0,7575,773,707,143,143,6,0,1666,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1042,spread,60,20,8,1,50,50,1042,23,23,23,1,0,3.13668,0.322681,1.6796,1.83427,3.13668,50,71,121,0,6075,673,683,106,106,15,0,976,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1045,spread,60,20,8,1,50,50,1045,23,23,23,1,0,1.80473,0.428671,0.613887,0.613887,1.80473,32,65,97,0,5355,353,462,88,88,9,0,1121,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1048,spread,60,20,8,1,50,50,1048,23,23,23,1,0,1.88646,0.241753,1.11742,1.11742,1.88646,36,51,87,0,4365,523,494,81,81,6,0,765,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1051,spread,60,20,8,1,50,50,1051,23,21,23,1,0,1.95051,0.471012,1.91964,1.94179,1.95051,43,61,104,0,5220,569,554,99,99,5,0,1055,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1054,spread,60,20,8,1,50,50,1054,23,21,23,1,0,1.69885,0.284036,1.09477,1.43039,1.69885,39,60,99,0,5085,511,571,92,92,7,0,942,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1057,spread,60,20,8,1,50,50,1057,23,23,23,1,0,1.95117,0.345756,1.26243,1.30357,1.95117,45,59,104,0,5100,629,515,99,99,5,0,1034,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1060,spread,60,20,8,1,50,50,1060,23,21,23,1,0,1.71923,0.841611,1.52221,1.64498,1.71923,52,70,122,0,6030,717,502,109,109,13,0,1179,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1063,spread,60,20,8,1,50,50,1063,23,23,23,1,0,1.64599,0.269911,1.43965,1.43965,1.64599,40,54,94,0,4650,534,505,88,88,6,0,897,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1066,spread,60,20,8,1,50,50,1066,23,23,23,1,0,1.50787,0.244565,0.447158,1.41885,1.50787,26,53,79,0,4365,377,545,75,75,4,0,728,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1069,spread,60,20,8,1,50,50,1069,23,21,23,1,0,1.98345,0.454476,1.57667,1.77926,1.98345,53,63,116,0,5520,723,632,109,109,7,0,1043,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1072,spread,60,20,8,1,50,50,1072,23,23,23,1,0,1.97134,0.24259,1.04908,1.04908,1.97134,40,64,104,0,5400,505,482,94,94,10,0,1081,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1075,spread,60,20,8,1,50,50,1075,23,21,23,1,0,2.39285,0.468823,1.60702,1.81595,2.39285,56,75,131,0,6465,711,552,123,123,8,0,1443,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1078,spread,60,20,8,1,50,50,1078,23,23,23,1,0,1.86226,1.05765,1.69779,1.86226,1.86226,58,76,134,0,6570,764,615,122,122,12,0,1305,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1081,spread,60,20,8,1,50,50,1081,23,23,23,1,0,1.17541,0.324132,1.17541,1.17541,1.17541,32,41,73,0,3555,422,382,72,72,1,0,780,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1084,spread,60,20,8,1,50,50,1084,23,23,23,1,0,2.02874,0.305765,1.60963,1.72837,2.02874,51,67,118,0,5790,731,607,115,115,3,0,1192,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1087,spread,60,20,8,1,50,50,1087,23,23,23,1,0,1.66542,0.321759,1.66293,1.66542,1.66542,40,64,104,0,5400,593,557,103,103,1,0,1116,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1090,spread,60,20,8,1,50,50,1090,23,21,23,1,0,1.78951,0.462334,1.36454,1.41635,1.78951,43,71,114,0,5970,520,531,107,107,7,0,1303,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1093,spread,60,20,8,1,50,50,1093,23,23,23,1,0,2.51097,0.306466,1.65536,1.87941,2.51097,49,76,125,0,6435,573,684,118,118,7,0,1339,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1096,spread,60,20,8,1,50,50,1096,23,21,23,1,0,1.85869,0.228931,1.64323,1.84627,1.85869,46,64,110,0,5490,602,560,102,102,8,0,1082,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1099,spread,60,20,8,1,50,50,1099,23,23,23,1,0,1.15236,0.56874,1.11724,1.12057,1.15236,38,46,84,0,4020,492,419,80,80,4,0,849,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1102,spread,60,20,8,1,50,50,1102,23,21,23,1,0,1.40792,0.26148,1.19899,1.22191,1.40792,37,57,94,0,4830,476,501,84,84,10,0,871,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1105,spread,60,20,8,1,50,50,1105,23,23,23,1,0,1.63665,0.244868,0.48379,1.35303,1.63665,38,51,89,0,4395,403,527,83,83,6,0,896,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1108,spread,60,20,8,1,50,50,1108,23,23,23,1,0,1.715,0.310868,1.50044,1.69397,1.715,40,76,116,0,6300,518,692,110,110,6,0,1210,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1111,spread,60,20,8,1,50,50,1111,23,23,23,1,0,1.80561,0.323633,1.03186,1.32447,1.80561,36,67,103,0,5565,466,554,97,97,6,0,1114,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1114,spread,60,20,8,1,50,50,1114,23,21,23,1,0,1.56459,0.411979,1.06644,1.26908,1.56459,38,68,106,0,5670,522,570,97,97,9,0,1042,0,6,0.5,1,900,-8
main~main|R60|sp20|k8|tr1|ai0.5|spread|s1117,spread,60,20,8,1,50,50,1117,23,23,23,1,0,1.23902,0.320876,0.460292,0.489439,1.23902,23,38,61,0,3195,336,386,57,57,4,0,532,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1000,spread,60,20,16,1,50,50,1000,23,23,23,1,0,1.92556,1.23833,1.90927,1.92556,1.92556,63,114,177,0,9558,724,993,160,160,17,0,1803,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1003,spread,60,20,16,1,50,50,1003,23,21,23,1,0,2.10141,0.686475,1.40143,1.89755,2.10141,53,88,141,0,7448,585,888,131,131,10,0,1409,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1006,spread,60,20,16,1,50,50,1006,23,23,23,1,0,2.11013,0.624546,1.95089,2.05084,2.11013,49,94,143,0,7834,609,775,131,131,12,0,1498,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1009,spread,60,20,16,1,50,50,1009,23,23,23,1,0,2.95892,1.0243,2.54842,2.75009,2.95892,68,147,215,0,12113,784,1017,185,185,30,0,2269,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1012,spread,60,20,16,1,50,50,1012,23,23,23,1,0,2.59624,0.611867,1.25528,1.76426,2.59624,55,95,150,0,8005,659,921,135,135,15,0,1390,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1015,spread,60,20,16,1,50,50,1015,23,21,23,1,0,2.64395,1.23476,1.73679,1.87809,2.64395,64,113,177,0,9499,830,1023,164,164,13,0,1755,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1018,spread,60,20,16,1,50,50,1018,23,23,23,1,0,2.73314,0.839828,1.66415,1.89067,2.73314,63,119,182,0,9933,783,948,168,168,14,0,1965,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1021,spread,60,20,16,1,50,50,1021,23,23,23,1,0,2.88625,1.09651,1.70171,2.14273,2.88625,66,110,176,0,9306,802,919,164,164,12,0,1887,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1024,spread,60,20,16,1,50,50,1024,23,21,23,1,0,2.30113,0.844309,2.07872,2.10004,2.30113,71,108,179,0,9236,901,1039,161,161,18,0,1602,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1027,spread,60,20,16,1,50,50,1027,23,21,23,1,0,2.45143,1.08219,2.00352,2.24945,2.45143,65,95,160,0,8165,841,972,151,151,9,0,1509,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1030,spread,60,20,16,1,50,50,1030,23,23,23,1,0,2.13605,1.01831,1.54596,1.9331,2.13605,56,88,144,0,7496,700,811,138,138,6,0,1525,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1033,spread,60,20,16,1,50,50,1033,23,23,23,1,0,2.0211,0.841992,1.5522,1.94951,2.0211,56,114,170,0,9446,742,892,155,155,15,0,1776,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1036,spread,60,20,16,1,50,50,1036,23,23,23,1,0,1.64836,1.00884,1.4756,1.48066,1.64836,50,91,141,0,7625,571,696,123,123,18,0,1439,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1039,spread,60,20,16,1,50,50,1039,23,23,23,1,0,2.09941,0.761657,1.87688,2.09506,2.09941,63,91,154,0,7833,846,987,147,147,7,0,1401,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1042,spread,60,20,16,1,50,50,1042,23,23,23,1,0,3.80073,0.859854,1.89898,2.44434,3.80073,71,109,180,0,9311,858,1048,169,169,11,0,1812,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1045,spread,60,20,16,1,50,50,1045,23,23,23,1,0,1.59902,0.637327,1.58583,1.59902,1.59902,43,78,121,0,6538,600,692,117,117,4,0,1282,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1048,spread,60,20,16,1,50,50,1048,23,23,23,1,0,3.56777,0.849606,1.95146,2.0812,3.56777,69,112,181,0,9504,900,1024,172,172,9,0,1860,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1051,spread,60,20,16,1,50,50,1051,23,21,23,1,0,2.78821,0.834119,1.67054,1.68578,2.78821,58,93,151,0,7903,842,879,140,140,11,0,1359,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1054,spread,60,20,16,1,50,50,1054,23,21,23,1,0,2.1017,1.01517,2.05665,2.06261,2.1017,59,103,162,0,8669,740,991,150,150,12,0,1569,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1057,spread,60,20,16,1,50,50,1057,23,23,23,1,0,2.05031,1.02525,1.92346,1.96054,2.05031,66,113,179,0,9531,854,953,164,164,15,0,1801,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1060,spread,60,20,16,1,50,50,1060,23,21,23,1,0,2.4263,1.06213,1.67774,1.8786,2.4263,63,98,161,0,8358,825,903,152,152,9,0,1616,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1063,spread,60,20,16,1,50,50,1063,23,23,23,1,0,2.54516,0.686719,1.92208,1.93813,2.54516,64,116,180,0,9724,884,891,166,166,14,0,1877,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1066,spread,60,20,16,1,50,50,1066,23,23,23,1,0,3.0107,0.812904,1.78151,2.80871,3.0107,77,121,198,0,10307,995,1091,183,183,15,0,1940,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1069,spread,60,20,16,1,50,50,1069,23,21,23,1,0,2.53241,1.02945,2.32345,2.3366,2.53241,76,113,189,0,9691,1038,1041,176,176,13,0,1793,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1072,spread,60,20,16,1,50,50,1072,23,23,23,1,0,2.04044,1.02703,1.72765,1.73909,2.04044,59,109,168,0,9119,642,874,150,150,18,0,1784,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1075,spread,60,20,16,1,50,50,1075,23,21,23,1,0,2.44636,0.691368,1.70809,1.90598,2.44636,57,92,149,0,7812,770,899,142,142,7,0,1455,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1078,spread,60,20,16,1,50,50,1078,23,23,23,1,0,2.61758,0.532023,1.51892,1.72551,2.61758,57,107,164,0,8937,774,996,157,157,7,0,1684,0,6,0.5,1,900,-8
main~main|R60|sp20|k16|tr1|ai0.5|spread|s1081,spread,60,20,16,1,50,50,1081,23,23,23,1,0,1.88947,1.05839,1.68864,1.69229,1.88947,59,101,160,0,8519,782,890,148,148,12,0,1584,0,6,0.5,1,900,-8
